Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,10.0,200.0,72.1,17.3,36.1,0.48,8.4,27.4,0.31,12.3,18.8,0.65,20.6,68.9,0.52,104.64,47.09,45.51,19.37,0.43
Equip,2 Derrota,4.0,200.0,63.75,16.75,35.0,0.48,5.5,26.0,0.21,13.75,20.5,0.67,23.5,67.0,0.5,95.15,40.98,42.72,22.54,0.43
Equip,2 Victoria,6.0,200.0,77.67,17.67,36.83,0.48,10.33,28.33,0.36,11.33,17.67,0.64,18.67,70.0,0.53,110.95,50.9,47.29,17.39,0.43
Equip,3 Local,6.0,200.0,77.5,19.5,38.33,0.51,9.0,27.0,0.33,11.5,16.33,0.7,20.33,69.5,0.52,111.51,50.51,47.95,17.6,0.41
Equip,3 Visitant,4.0,200.0,64.0,14.0,32.75,0.43,7.5,28.0,0.27,13.5,22.5,0.6,21.0,67.75,0.52,94.46,41.56,41.66,22.22,0.46
Equip,4 Dificil,7.0,200.0,67.0,16.14,34.43,0.47,7.14,26.86,0.27,13.29,21.86,0.61,22.0,68.0,0.51,98.53,43.82,43.82,21.68,0.44
Equip,4 Facil,3.0,200.0,84.0,20.0,40.0,0.5,11.33,28.67,0.4,10.0,11.67,0.86,17.33,70.67,0.53,118.87,53.88,48.96,14.56,0.42
Equip,6 Ultims 3,3.0,36000.0,200.0,44.0,107.0,0.41,25.0,88.0,0.28,37.0,64.0,0.58,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
Equip Rival,1 Mitjana Rival,10.0,200.0,63.0,15.1,35.3,0.43,6.8,22.9,0.3,12.4,20.2,0.61,21.7,64.4,0.48,97.83,43.47,43.41,21.31,0.39
Equip Rival,2 Derrota Rival,4.0,200.0,69.75,16.0,34.5,0.46,7.5,23.5,0.32,15.25,24.25,0.63,22.25,65.75,0.5,106.08,46.98,47.07,26.29,0.41
Equip Rival,2 Victoria Rival,6.0,200.0,58.5,14.5,35.83,0.4,6.33,22.5,0.28,10.5,17.5,0.6,21.33,63.33,0.47,92.37,41.14,40.89,18.0,0.39
Equip Rival,3 Local Rival,6.0,200.0,59.0,14.33,36.83,0.39,6.17,21.67,0.28,11.83,20.33,0.58,21.17,64.67,0.48,91.24,40.31,40.84,20.23,0.37
Equip Rival,3 Visitant Rival,4.0,200.0,69.0,16.25,33.0,0.49,7.75,24.75,0.31,13.25,20.0,0.66,22.5,63.75,0.48,108.24,48.27,47.28,22.94,0.43
Equip Rival,4 Dificil Rival,7.0,200.0,68.0,16.0,35.29,0.45,7.43,23.14,0.32,13.71,21.86,0.63,22.86,65.29,0.49,104.16,46.45,46.09,23.47,0.4
Equip Rival,4 Facil Rival,3.0,200.0,51.33,13.0,35.33,0.37,5.33,22.33,0.24,9.33,16.33,0.57,19.0,62.0,0.47,82.8,36.42,36.86,16.18,0.39
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,195.0,44.0,102.0,0.43,23.0,67.0,0.34,38.0,60.0,0.63,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
