Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,200.0,57.6,15.2,37.2,0.41,6.2,22.6,0.27,8.6,13.2,0.65,19.8,62.8,0.48,91.72,40.97,40.01,14.38,0.38
Equip,2 Derrota,4.0,200.0,55.5,15.0,37.75,0.4,5.5,19.75,0.28,9.0,14.25,0.63,21.0,61.0,0.47,90.98,40.43,40.23,15.65,0.34
Equip,2 Victoria,1.0,200.0,66.0,16.0,35.0,0.46,9.0,34.0,0.26,7.0,9.0,0.78,15.0,70.0,0.52,94.29,42.75,39.15,10.14,0.49
Equip,3 Local,2.0,200.0,57.5,16.0,36.5,0.44,6.5,27.0,0.24,6.0,9.0,0.67,15.0,64.5,0.5,89.15,40.55,38.3,9.45,0.43
Equip,3 Visitant,3.0,200.0,57.67,14.67,37.67,0.39,6.0,19.67,0.31,10.33,16.0,0.65,23.0,61.67,0.46,93.51,41.28,41.21,18.02,0.34
Equip,4 Dificil,3.0,200.0,63.67,14.67,35.67,0.41,7.67,25.67,0.3,11.33,16.33,0.69,20.67,65.67,0.49,96.95,42.66,41.63,18.48,0.42
Equip,4 Facil,2.0,200.0,48.5,16.0,39.5,0.41,4.0,18.0,0.22,4.5,8.5,0.53,18.5,58.5,0.46,82.91,38.26,37.19,7.83,0.31
Equip,6 Ultims 3,3.0,36000.0,157.0,42.0,109.0,0.39,17.0,60.0,0.28,22.0,36.0,0.61,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
Equip Rival,1 Mitjana Rival,5.0,200.0,67.2,17.6,38.4,0.46,6.8,24.8,0.27,11.6,19.8,0.59,17.8,69.0,0.52,97.39,43.99,43.53,18.35,0.39
Equip Rival,2 Derrota Rival,4.0,200.0,68.5,17.5,38.5,0.45,7.5,25.75,0.29,11.0,19.75,0.56,17.5,70.0,0.53,97.86,44.75,43.45,17.12,0.4
Equip Rival,2 Victoria Rival,1.0,200.0,62.0,18.0,38.0,0.47,4.0,21.0,0.19,14.0,20.0,0.7,19.0,65.0,0.48,95.38,40.68,43.7,23.73,0.36
Equip Rival,3 Local Rival,2.0,200.0,66.0,18.0,38.0,0.47,6.5,23.0,0.28,10.5,17.5,0.6,16.5,65.5,0.5,100.76,45.49,44.68,17.21,0.38
Equip Rival,3 Visitant Rival,3.0,200.0,68.0,17.33,38.67,0.45,7.0,26.0,0.27,12.33,21.33,0.58,18.67,71.0,0.54,95.77,43.04,42.83,19.07,0.4
Equip Rival,4 Dificil Rival,3.0,200.0,66.0,16.33,36.33,0.45,7.0,25.67,0.27,12.33,20.67,0.6,19.67,68.0,0.51,97.06,43.28,43.06,19.89,0.41
Equip Rival,4 Facil Rival,2.0,200.0,69.0,19.5,41.5,0.47,6.5,23.5,0.28,10.5,18.5,0.57,15.0,70.0,0.54,98.57,45.0,44.22,16.15,0.36
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,208.0,55.0,113.0,0.49,23.0,77.0,0.3,29.0,56.0,0.52,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
