Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,5.0,205.0,71.2,17.4,35.2,0.49,6.0,22.0,0.27,18.4,33.6,0.55,22.2,69.0,0.51,103.19,46.15,48.26,32.17,0.38
Equip,2 Derrota,1.0,200.0,62.0,16.0,34.0,0.47,5.0,20.0,0.25,15.0,30.0,0.5,25.0,64.0,0.5,96.88,43.52,45.45,27.78,0.37
Equip,2 Victoria,4.0,206.25,73.5,17.75,35.5,0.5,6.25,22.5,0.28,19.25,34.5,0.56,21.5,70.25,0.52,104.63,46.77,48.89,33.19,0.39
Equip,3 Local,2.0,200.0,70.0,16.5,32.5,0.51,7.0,21.0,0.33,16.0,32.0,0.5,24.0,64.5,0.5,108.53,50.47,49.92,29.91,0.39
Equip,3 Visitant,3.0,208.33,72.0,18.0,37.0,0.49,5.33,22.67,0.24,20.0,34.67,0.58,21.0,71.67,0.52,100.47,43.58,47.21,33.52,0.38
Equip,4 Dificil,3.0,208.33,66.67,17.0,36.67,0.46,4.67,21.67,0.22,18.67,36.0,0.52,23.0,71.0,0.52,93.9,41.14,45.0,32.0,0.37
Equip,4 Facil,2.0,200.0,78.0,18.0,33.0,0.55,8.0,22.5,0.36,18.0,30.0,0.6,21.0,65.5,0.51,119.08,54.05,53.45,32.43,0.41
Equip,6 Ultims 3,3.0,37500.0,216.0,52.0,107.0,0.49,18.0,67.0,0.27,58.0,112.0,0.52,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
Equip Rival,1 Mitjana Rival,5.0,205.0,58.0,15.2,38.2,0.4,5.2,21.6,0.24,12.0,19.0,0.63,28.0,65.4,0.49,88.69,38.46,40.01,20.07,0.36
Equip Rival,2 Derrota Rival,1.0,200.0,64.0,17.0,42.0,0.4,6.0,16.0,0.38,12.0,21.0,0.57,30.0,64.0,0.5,100.0,44.83,44.97,20.69,0.28
Equip Rival,2 Victoria Rival,4.0,206.25,56.5,14.75,37.25,0.4,5.0,23.0,0.22,12.0,18.5,0.65,27.5,65.5,0.48,86.26,36.93,38.78,19.92,0.38
Equip Rival,3 Local Rival,2.0,200.0,54.0,14.5,39.0,0.37,4.5,20.0,0.23,11.5,18.5,0.62,28.0,64.0,0.5,84.38,36.02,38.16,19.49,0.34
Equip Rival,3 Visitant Rival,3.0,208.33,60.67,15.67,37.67,0.42,5.67,22.67,0.25,12.33,19.33,0.64,28.0,66.0,0.48,91.92,40.06,41.21,20.44,0.38
Equip Rival,4 Dificil Rival,3.0,208.33,62.67,14.67,37.67,0.39,6.67,22.67,0.29,13.33,21.33,0.62,30.33,66.67,0.48,94.0,40.88,41.63,22.1,0.38
Equip Rival,4 Facil Rival,2.0,200.0,51.0,16.0,39.0,0.41,3.0,20.0,0.15,10.0,15.5,0.65,24.5,63.0,0.49,80.95,34.75,37.45,16.95,0.34
Equip Rival,6 Ultims 3 Rival,3.0,37500.0,168.0,39.0,107.0,0.36,17.0,76.0,0.22,39.0,59.0,0.66,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
