Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Asistencies (jugador),Asistencies (valor),Recuperades (jugador),Recuperades (valor),Perdues (jugador),Perdues (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltas Rebudes (jugador),Faltas Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efectiu (jugador),% Tiro Efectiu (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesions No Anotades (jugador),Possesions No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Punts per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perdues Mal Pase (Jugador),Perdues Mal Pase (Valor),Perdues Pilota Controlada (jugador),Perdues Pilota Controlada (valor),Altres Perdues (jugador),Altres Perdues (valor),Faltes de Tir (jugador),Faltas de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor),Num (jugador),Num (valor)
XAVIER ROQUETA CLARET,29.75,XAVIER ROQUETA CLARET,14.58,FERRAN BELMONTE CABALLOL,4.42,FERRAN BELMONTE CABALLOL,9.17,SERGI ALGUE BAUSA,0.62,ERIC MANZANARES IZQUIERDO,2.15,ERIC MANZANARES IZQUIERDO,7.31,XAVIER ROQUETA CLARET,0.29,XAVIER ROQUETA CLARET,4.58,XAVIER ROQUETA CLARET,7.42,SERGI ALGUE BAUSA,1.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN BELMONTE CABALLOL,3.17,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN BELMONTE CABALLOL,0.48,FERRAN BELMONTE CABALLOL,0.49,XAVIER ROQUETA CLARET,5.27,XAVIER ROQUETA CLARET,3.06,XAVIER ROQUETA CLARET,6.62,XAVIER ROQUETA CLARET,8.85,FERRAN BELMONTE CABALLOL,50.15,FERRAN BELMONTE CABALLOL,0.96,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,XAVIER ROQUETA CLARET,19.83,XAVIER ROQUETA CLARET,27.21,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,-0.0,GUILLEM ANDREU MALE,98.46,ROGER SOLERNOU TESTAGORDA,101.47,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,ROGER SOLERNOU TESTAGORDA,0.79,FERRAN BELMONTE CABALLOL,4.42,XAVIER ROQUETA CLARET,12.5,FERRAN BELMONTE CABALLOL,0.48,JOAN PONS MONTERO,23.0
FERRAN BELMONTE CABALLOL,26.83,JOAN PONS MONTERO,9.92,JOAN PONS MONTERO,2.75,JOAN PONS MONTERO,7.58,FERRAN BELMONTE CABALLOL,0.48,XAVIER ROQUETA CLARET,1.83,XAVIER ROQUETA CLARET,6.42,ERIC MANZANARES IZQUIERDO,0.29,JOAN PONS MONTERO,2.92,JOAN PONS MONTERO,4.42,ERIC MANZANARES IZQUIERDO,1.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,JUAN AYALA MONCAYO,3.15,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,GUILLEM ANDREU MALE,0.42,GUILLEM ANDREU MALE,0.48,GUILLEM ANDREU MALE,3.72,JOAN PONS MONTERO,2.54,FERRAN BELMONTE CABALLOL,5.03,ERIC MANZANARES IZQUIERDO,7.23,GUILLEM ANDREU MALE,45.41,GUILLEM ANDREU MALE,0.84,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,JOAN PONS MONTERO,13.95,ERIC MANZANARES IZQUIERDO,22.64,SERGI ALGUE BAUSA,0.0,SERGIO FERNANDEZ BAREA,-0.0,FERRAN BELMONTE CABALLOL,98.33,ERIC MANZANARES IZQUIERDO,100.38,SERGIO FERNANDEZ BAREA,-0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,SERGI ALGUE BAUSA,0.0,ERIC MANZANARES IZQUIERDO,0.69,XAVIER ROQUETA CLARET,4.08,ERIC MANZANARES IZQUIERDO,10.54,GUILLEM ANDREU MALE,0.38,XAVIER ROQUETA CLARET,18.0
JOAN PONS MONTERO,26.75,GUILLEM ANDREU MALE,9.85,GUILLEM ANDREU MALE,2.46,XAVIER ROQUETA CLARET,6.08,GUILLEM ANDREU MALE,0.43,ROGER SOLERNOU TESTAGORDA,1.0,ROGER SOLERNOU TESTAGORDA,4.18,JUAN AYALA MONCAYO,0.26,GUILLEM ANDREU MALE,2.62,GUILLEM ANDREU MALE,3.77,ROGER SOLERNOU TESTAGORDA,0.83,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,XAVIER ROQUETA CLARET,2.67,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,ERIC MANZANARES IZQUIERDO,0.42,XAVIER ROQUETA CLARET,0.46,FERRAN BELMONTE CABALLOL,3.45,SERGI ALGUE BAUSA,2.52,JOAN PONS MONTERO,4.81,JOAN PONS MONTERO,6.54,XAVIER ROQUETA CLARET,42.78,ERIC MANZANARES IZQUIERDO,0.83,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,GUILLEM ANDREU MALE,12.38,JOAN PONS MONTERO,22.27,SERGIO FERNANDEZ BAREA,0.0,JORDI ROQUETA CLARET,-0.0,XAVIER ROQUETA CLARET,94.59,XAVIER ROQUETA CLARET,100.33,JORDI ROQUETA CLARET,-0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGI ALGUE BAUSA,0.53,ERIC MANZANARES IZQUIERDO,3.31,JOAN PONS MONTERO,9.58,JUAN AYALA MONCAYO,0.36,JUAN AYALA MONCAYO,13.0
JUAN AYALA MONCAYO,26.31,FERRAN BELMONTE CABALLOL,9.83,JUAN AYALA MONCAYO,2.31,GUILLEM ANDREU MALE,5.69,JUAN AYALA MONCAYO,0.42,JUAN AYALA MONCAYO,0.77,JUAN AYALA MONCAYO,2.92,GUILLEM ANDREU MALE,0.26,FERRAN BELMONTE CABALLOL,1.0,FERRAN BELMONTE CABALLOL,2.17,GUILLEM ANDREU MALE,0.69,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,GUILLEM ANDREU MALE,2.31,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JUAN AYALA MONCAYO,0.41,SERGI ALGUE BAUSA,0.44,JOAN PONS MONTERO,3.01,GUILLEM ANDREU MALE,2.34,GUILLEM ANDREU MALE,4.6,JUAN AYALA MONCAYO,5.55,JOAN PONS MONTERO,42.4,JUAN AYALA MONCAYO,0.82,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,FERRAN BELMONTE CABALLOL,11.31,GUILLEM ANDREU MALE,20.37,JORDI ROQUETA CLARET,0.0,FERRAN FERNANDEZ GIMENEZ,-0.0,SERGI ALGUE BAUSA,88.89,JOAN PONS MONTERO,100.26,FERRAN FERNANDEZ GIMENEZ,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.51,JOAN PONS MONTERO,3.25,FERRAN BELMONTE CABALLOL,9.17,SERGI ALGUE BAUSA,0.35,FERRAN BELMONTE CABALLOL,10.0
GUILLEM ANDREU MALE,25.92,ERIC MANZANARES IZQUIERDO,9.54,XAVIER ROQUETA CLARET,2.25,JUAN AYALA MONCAYO,5.54,XAVIER ROQUETA CLARET,0.37,GUILLEM ANDREU MALE,0.77,GUILLEM ANDREU MALE,2.92,JOAN PONS MONTERO,0.25,JUAN AYALA MONCAYO,0.92,JUAN AYALA MONCAYO,1.77,ABDERRAHMANE RAHOU KADIRI,0.67,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,2.25,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,XAVIER ROQUETA CLARET,0.4,ERIC MANZANARES IZQUIERDO,0.44,ERIC MANZANARES IZQUIERDO,2.81,ABDERRAHMANE RAHOU KADIRI,1.67,JUAN AYALA MONCAYO,3.62,GUILLEM ANDREU MALE,5.53,SERGI ALGUE BAUSA,39.56,XAVIER ROQUETA CLARET,0.8,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,ERIC MANZANARES IZQUIERDO,11.31,ROGER SOLERNOU TESTAGORDA,20.19,JOAN PONS MONTERO,0.0,SERGI ALGUE BAUSA,-0.71,JOAN PONS MONTERO,88.15,GUILLEM ANDREU MALE,100.21,FERRAN BELMONTE CABALLOL,-1.69,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JOAN PONS MONTERO,0.0,JUAN AYALA MONCAYO,0.35,GUILLEM ANDREU MALE,3.23,GUILLEM ANDREU MALE,8.62,JOAN PONS MONTERO,0.34,ROGER SOLERNOU TESTAGORDA,8.0
ERIC MANZANARES IZQUIERDO,24.69,JUAN AYALA MONCAYO,7.85,ERIC MANZANARES IZQUIERDO,1.15,ERIC MANZANARES IZQUIERDO,3.23,JOAN PONS MONTERO,0.36,JOAN PONS MONTERO,0.5,JOAN PONS MONTERO,2.0,ROGER SOLERNOU TESTAGORDA,0.24,ERIC MANZANARES IZQUIERDO,0.77,ERIC MANZANARES IZQUIERDO,0.77,JOAN PONS MONTERO,0.66,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,ROGER SOLERNOU TESTAGORDA,1.82,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,SERGI ALGUE BAUSA,0.38,JOAN PONS MONTERO,0.43,JUAN AYALA MONCAYO,1.55,FERRAN BELMONTE CABALLOL,0.91,ERIC MANZANARES IZQUIERDO,3.62,FERRAN BELMONTE CABALLOL,5.0,JUAN AYALA MONCAYO,39.51,SERGI ALGUE BAUSA,0.76,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,JUAN AYALA MONCAYO,10.23,FERRAN BELMONTE CABALLOL,19.05,XAVIER ROQUETA CLARET,0.0,ABDERRAHMANE RAHOU KADIRI,-1.5,ERIC MANZANARES IZQUIERDO,87.94,ABDERRAHMANE RAHOU KADIRI,100.18,GUILLEM ANDREU MALE,-1.75,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,XAVIER ROQUETA CLARET,0.0,GUILLEM ANDREU MALE,0.34,JUAN AYALA MONCAYO,3.08,JUAN AYALA MONCAYO,8.46,XAVIER ROQUETA CLARET,0.33,SERGI ALGUE BAUSA,4.0
ROGER SOLERNOU TESTAGORDA,14.0,ROGER SOLERNOU TESTAGORDA,4.0,ABDERRAHMANE RAHOU KADIRI,0.8,ABDERRAHMANE RAHOU KADIRI,2.4,ERIC MANZANARES IZQUIERDO,0.36,SERGI ALGUE BAUSA,0.14,SERGI ALGUE BAUSA,1.29,SERGI ALGUE BAUSA,0.11,ROGER SOLERNOU TESTAGORDA,0.45,ABDERRAHMANE RAHOU KADIRI,0.6,XAVIER ROQUETA CLARET,0.62,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,ERIC MANZANARES IZQUIERDO,1.69,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JOAN PONS MONTERO,0.37,JUAN AYALA MONCAYO,0.42,SERGI ALGUE BAUSA,0.64,JUAN AYALA MONCAYO,0.84,ROGER SOLERNOU TESTAGORDA,1.48,ROGER SOLERNOU TESTAGORDA,4.01,ABDERRAHMANE RAHOU KADIRI,38.38,JOAN PONS MONTERO,0.73,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,ROGER SOLERNOU TESTAGORDA,5.85,JUAN AYALA MONCAYO,18.05,JUAN AYALA MONCAYO,0.0,GUILLEM ANDREU MALE,-1.81,JUAN AYALA MONCAYO,85.71,FERRAN BELMONTE CABALLOL,100.02,XAVIER ROQUETA CLARET,-5.73,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JUAN AYALA MONCAYO,0.0,JOAN PONS MONTERO,0.21,ROGER SOLERNOU TESTAGORDA,1.27,ROGER SOLERNOU TESTAGORDA,5.27,ABDERRAHMANE RAHOU KADIRI,0.33,GUILLEM ANDREU MALE,2.0
ABDERRAHMANE RAHOU KADIRI,12.6,SERGI ALGUE BAUSA,2.29,SERGI ALGUE BAUSA,0.71,SERGI ALGUE BAUSA,1.14,ABDERRAHMANE RAHOU KADIRI,0.33,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,SERGI ALGUE BAUSA,0.43,ROGER SOLERNOU TESTAGORDA,0.55,JUAN AYALA MONCAYO,0.52,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,ABDERRAHMANE RAHOU KADIRI,1.6,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,ROGER SOLERNOU TESTAGORDA,0.34,ABDERRAHMANE RAHOU KADIRI,0.38,ROGER SOLERNOU TESTAGORDA,0.05,ROGER SOLERNOU TESTAGORDA,0.78,SERGI ALGUE BAUSA,1.03,ABDERRAHMANE RAHOU KADIRI,1.63,ERIC MANZANARES IZQUIERDO,33.33,ROGER SOLERNOU TESTAGORDA,0.67,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,ABDERRAHMANE RAHOU KADIRI,3.02,SERGI ALGUE BAUSA,11.95,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,-2.0,ABDERRAHMANE RAHOU KADIRI,76.92,JUAN AYALA MONCAYO,99.96,SERGI ALGUE BAUSA,-9.71,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,FERRAN BELMONTE CABALLOL,0.0,OSCAR ZAFRA QUEROL,0.0,SERGI ALGUE BAUSA,0.86,SERGI ALGUE BAUSA,2.43,ERIC MANZANARES IZQUIERDO,0.31,ERIC MANZANARES IZQUIERDO,1.0
SERGI ALGUE BAUSA,11.86,ABDERRAHMANE RAHOU KADIRI,2.0,ROGER SOLERNOU TESTAGORDA,0.27,ROGER SOLERNOU TESTAGORDA,1.09,ROGER SOLERNOU TESTAGORDA,0.25,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,SERGIO FERNANDEZ BAREA,0.0,ABDERRAHMANE RAHOU KADIRI,0.4,SERGI ALGUE BAUSA,0.43,FERRAN BELMONTE CABALLOL,0.46,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,SERGI ALGUE BAUSA,0.71,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ABDERRAHMANE RAHOU KADIRI,0.33,ROGER SOLERNOU TESTAGORDA,0.36,OSCAR ZAFRA QUEROL,0.0,ERIC MANZANARES IZQUIERDO,0.56,ABDERRAHMANE RAHOU KADIRI,1.01,SERGI ALGUE BAUSA,1.57,ROGER SOLERNOU TESTAGORDA,27.04,ABDERRAHMANE RAHOU KADIRI,0.67,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,SERGI ALGUE BAUSA,2.86,ABDERRAHMANE RAHOU KADIRI,10.88,ROGER SOLERNOU TESTAGORDA,0.0,ERIC MANZANARES IZQUIERDO,-2.23,ROGER SOLERNOU TESTAGORDA,73.33,SERGI ALGUE BAUSA,98.6,JOAN PONS MONTERO,-12.11,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,ROGER SOLERNOU TESTAGORDA,0.0,SERGIO FERNANDEZ BAREA,0.0,ABDERRAHMANE RAHOU KADIRI,0.8,ABDERRAHMANE RAHOU KADIRI,2.4,ROGER SOLERNOU TESTAGORDA,0.24,OSCAR ZAFRA QUEROL,0.0
OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,JORDI ROQUETA CLARET,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,SERGIO FERNANDEZ BAREA,-0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,ROGER SOLERNOU TESTAGORDA,-2.45,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,ERIC MANZANARES IZQUIERDO,-12.44,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,FERRAN FERNANDEZ GIMENEZ,0.0,JORDI ROQUETA CLARET,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,OSCAR ZAFRA QUEROL,0.0,SERGIO FERNANDEZ BAREA,0.0
