Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,14.0,200.0,68.21,19.07,43.43,0.44,5.43,22.0,0.25,13.79,22.5,0.61,18.71,72.29,0.48,94.37,41.59,43.2,21.07,0.34
Equip,2 Derrota,6.0,200.0,61.33,19.67,44.67,0.44,3.5,20.67,0.17,11.5,19.0,0.61,18.0,70.67,0.48,86.79,38.14,40.56,17.6,0.32
Equip,2 Victoria,8.0,200.0,73.38,18.62,42.5,0.44,6.88,23.0,0.3,15.5,25.12,0.62,19.25,73.38,0.49,100.0,44.18,45.1,23.66,0.35
Equip,3 Local,7.0,200.0,64.71,16.71,42.29,0.4,5.14,21.71,0.24,15.86,24.57,0.65,18.29,71.71,0.48,90.24,38.17,41.24,24.78,0.34
Equip,3 Visitant,7.0,200.0,71.71,21.43,44.57,0.48,5.71,22.29,0.26,11.71,20.43,0.57,19.14,72.71,0.49,98.62,44.87,45.09,17.52,0.33
Equip,4 Dificil,7.0,200.0,69.71,17.29,40.43,0.43,6.43,21.86,0.29,15.86,27.29,0.58,18.86,71.29,0.49,97.8,43.23,44.69,25.46,0.35
Equip,4 Facil,7.0,200.0,66.71,20.86,46.43,0.45,4.43,22.14,0.2,11.71,17.71,0.66,18.57,73.29,0.48,91.03,40.1,41.71,17.08,0.32
Equip,6 Ultims 3,3.0,36000.0,226.0,67.0,145.0,0.46,17.0,63.0,0.27,41.0,64.0,0.64,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Equip Rival,1 Mitjana Rival,14.0,200.0,73.36,23.79,50.29,0.47,4.71,21.79,0.22,11.64,19.14,0.61,21.79,77.21,0.52,95.0,42.81,43.88,16.15,0.3
Equip Rival,2 Derrota Rival,6.0,200.0,84.33,30.17,52.33,0.58,4.17,20.17,0.21,11.5,18.0,0.64,21.0,77.17,0.52,109.29,50.23,50.93,15.86,0.28
Equip Rival,2 Victoria Rival,8.0,200.0,65.12,19.0,48.75,0.39,5.12,23.0,0.22,11.75,20.0,0.59,22.38,77.25,0.51,84.3,37.2,38.58,16.38,0.32
Equip Rival,3 Local Rival,7.0,200.0,67.43,20.86,48.86,0.43,4.57,24.14,0.19,12.0,19.86,0.6,21.86,78.43,0.52,85.97,37.96,39.69,16.44,0.33
Equip Rival,3 Visitant Rival,7.0,200.0,79.29,26.71,51.71,0.52,4.86,19.43,0.25,11.29,18.43,0.61,21.71,76.0,0.51,104.32,47.79,48.19,15.86,0.27
Equip Rival,4 Dificil Rival,7.0,200.0,66.29,20.0,47.29,0.42,5.14,22.43,0.23,10.86,19.14,0.57,23.14,75.0,0.51,88.38,39.75,40.54,15.57,0.32
Equip Rival,4 Facil Rival,7.0,200.0,80.43,27.57,53.29,0.52,4.29,21.14,0.2,12.43,19.14,0.65,20.43,79.43,0.52,101.26,45.68,46.99,16.7,0.28
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,184.0,55.0,160.0,0.34,12.0,68.0,0.18,38.0,62.0,0.61,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
