Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],18.0,200.0,60.5,15.28,37.67,0.41,5.94,22.39,0.27,12.11,19.72,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0.0,0.0,65.94,0.48,91.74,40.29,41.12,20.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.22,60.06,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],18.0,200.0,67.72,16.17,38.0,0.43,7.89,27.72,0.28,11.72,18.67,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,70.94,0.52,95.46,42.6,41.66,17.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.06,65.72,0.37
C.B.CASTELLAR A Equipo,['Mitjana'],18.0,200.0,66.28,14.94,31.67,0.47,8.94,30.83,0.29,9.56,14.06,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,0.0,0.0,65.89,0.48,100.59,45.38,42.47,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,23.89,62.5,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],18.0,200.0,75.06,18.11,37.39,0.48,7.61,24.89,0.31,16.0,25.33,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,0.0,0.0,70.44,0.52,106.55,47.41,47.62,25.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,25.72,62.28,0.41
CB IPSI A Equipo,['Mitjana'],18.0,200.0,69.11,17.0,40.83,0.42,6.39,26.72,0.24,15.94,27.94,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.44,0.0,0.0,76.61,0.52,90.21,39.35,41.29,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.39,67.56,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],18.0,200.0,68.89,16.39,36.83,0.44,7.06,25.33,0.28,14.94,23.33,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.72,0.0,0.0,69.5,0.48,99.12,43.39,44.16,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.44,62.17,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],18.0,200.0,72.17,17.11,39.11,0.44,7.72,25.61,0.3,14.78,22.89,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,71.78,0.51,100.54,44.33,44.45,22.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.83,64.72,0.38
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],18.0,200.0,66.28,14.94,35.67,0.42,6.17,23.11,0.27,17.78,26.89,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.72,0.0,0.0,67.78,0.49,97.79,41.16,44.05,30.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,21.11,58.78,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],18.0,202.78,59.0,16.44,40.22,0.41,5.56,20.28,0.27,9.44,16.17,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.61,0.0,0.0,64.89,0.5,90.92,40.96,40.84,15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.0,60.5,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],18.0,202.78,63.89,16.78,37.11,0.45,5.11,20.39,0.25,15.0,24.78,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61,0.0,0.0,65.61,0.5,97.38,42.51,44.88,26.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,21.89,57.5,0.38
