Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'SERGI PIERO GARCIA',30.3,b'IZAN VILLAR CANTERO',15.0,b'VICTOR CARRETERO BACH',4.84,b'VICTOR CARRETERO BACH',10.42,b'AMOS OYIBOKE OSIFOR',0.76,b'MARCEL PARS VILASECA',2.95,b'XAVIER BLANCO MART',8.58,b'VCTOR DIAZ GMEZ',0.52,b'GUILLEM CANALETA BENET',5.37,b'JOSEP ARMENGOL ROYO',7.65,b'DAVID JIMENEZ SOMS',1.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'JOSEP ARMENGOL ROYO',4.15,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'GIL ROVIRA VILALTA',0.0,b'JAVIER VICENTE NIETO',0.85,b'GUILLEM DIAZ CABANAS',5.79,b'POL CAMPENY LLOVERAS',13.86,b'AMOS OYIBOKE OSIFOR',0.73
b'JOAQUIM FRANCH DE PABLO',29.4,b'POL CAMPENY LLOVERAS',15.0,b'IGNASI PALLARES ARUMI',4.67,b'FERRAN ARQUES LOPEZ',9.28,b'NICOLS HUMBERT MARTN',0.62,b'XAVIER BLANCO MART',2.53,b'MARCEL PARS VILASECA',7.7,b'XAVIER LLUCH DEZ',0.5,b'PAU CARRIN SORIANO',4.45,b'GUILLEM CANALETA BENET',7.58,b'JORGE MOLINS PASCUAL',0.88,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'GUILLEM PRAT SERRA',3.78,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'JORDI SNCHEZ SORIANO',0.0,b'PERE VIETA CUBI',0.82,b'IGNASI PALLARES ARUMI',5.06,b'GUILLEM DIAZ CABANAS',13.74,b'IGNACIO AMAN',0.55
b'GUILLEM DIAZ CABANAS',28.84,b'GUILLEM DIAZ CABANAS',14.53,b'MART MARTORI FIGUEREDO',4.35,b'IGNASI PALLARES ARUMI',9.11,b'ADRIAN CARRACEDO DE LA ROSA',0.59,b'JAVIER VICENTE NIETO',2.25,b'JAVIER VICENTE NIETO',7.0,b'ADRIA RIVAS POMEROL',0.44,b'JOSEP ARMENGOL ROYO',4.25,b'PAU CARRIN SORIANO',6.7,b'ADRIA ARQUE GASQUEZ',0.87,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'MARC VICTOR VANCEA',3.75,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'KINGSLEY CHUKWUGOZIE',0.0,b'ALBERT GARCIA ROS',0.8,b'VICTOR CARRETERO BACH',5.0,b'XAVIER BLANCO MART',12.68,b'MARC GILABERT GALLARDO',0.54
b'JOSEP ARMENGOL ROYO',28.45,b'XAVIER BLANCO MART',14.0,b'FERRAN ARQUES LOPEZ',4.33,b'SERGI ORS ANDREU',8.68,b'EDUARD MAS FERRE',0.58,b'EDUARD COLL COMABELLA',2.05,b'POL CAMPENY LLOVERAS',6.5,b'ADRIA VERDAGUER MATAS',0.44,b'IZAN VILLAR CANTERO',3.95,b'JOAN PONS MONTERO',5.73,b'DANIEL VALDES MARTIN',0.83,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'XAVIER LLUCH DEZ',3.7,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'MARC JUANOLA AULET',0.0,b'CARLES JORD SANCHEZ',0.78,b'POL CAMPENY LLOVERAS',4.93,b'IZAN VILLAR CANTERO',12.65,b'XAVIER LLUCH DEZ',0.54
b'GUILLEM CANALETA BENET',28.42,b'ALEX RIERA PERETO',13.85,b'GUILLEM DIAZ CABANAS',3.95,b'JOSEP ARMENGOL ROYO',8.65,b'IGNACIO AMAN',0.57,b'NARCIS ARAGALL VARGAS',2.0,b'ADRIA ARQUE GASQUEZ',6.41,b'VICTOR SANCHEZ RODRIGUEZ',0.43,b'ELOI MARIN BONAMUSA',3.94,b'LLUIS DE QUINTANA BECH',5.53,b'DIDAC RODRIGUEZ ROLDAN',0.82,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'ARNAU JANER PUIG',3.67,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'DAVID JIMENEZ SOMS',0.0,b'MARCEL PARS VILASECA',0.78,b'MART MARTORI FIGUEREDO',4.9,b'NARCIS ARAGALL VARGAS',12.33,b'MARC VICTOR VANCEA',0.54
b'MART MARTORI FIGUEREDO',28.3,b'GUILLEM CANALETA BENET',13.79,b'DENZEL NATHANIEL PORTER',3.85,b'GUILLEM DIAZ CABANAS',8.63,b'ALEIX SEMPERE SERRANO',0.57,b'GUILLEM DIAZ CABANAS',1.84,b'IZAN VILLAR CANTERO',6.2,b'GEORG SIMON HERODES',0.43,b'SERGI ROURERA LLAURADO',3.76,b'IZAN VILLAR CANTERO',5.5,b'ADRIA RIVAS POMEROL',0.81,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'JULI ANTOL BLAY',3.44,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'FRANCO ROMAN BADAMI',0.0,b'ADRIA ARQUE GASQUEZ',0.77,b'FERRAN ARQUES LOPEZ',4.89,b'ALEX RIERA PERETO',11.6,b'BIEL VINYET RIERA',0.54
b'VICTOR CARRETERO BACH',28.16,b'MART MARTORI FIGUEREDO',13.6,b'SERGI ORS ANDREU',3.74,b'MART MARTORI FIGUEREDO',8.5,b'MARC GILABERT GALLARDO',0.57,b'ADRIA ARQUE GASQUEZ',1.76,b'NARCIS ARAGALL VARGAS',6.17,b'EDUARD COLL COMABELLA',0.4,b'EDUARD MAS FERRE',3.75,b'JOAQUIM FRANCH DE PABLO',5.45,b'BERNAT FARELL SILVA',0.8,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'ORIOL ROSELL ESPADALER',3.4,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'PEP MESAS DIAZ',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.74,b'ALEX RIERA PERETO',4.8,b'FERRAN ARQUES LOPEZ',11.28,b'JOSEP MARIA OJEDA VIRALTA',0.53
b'XAVIER BLANCO MART',27.95,b'FERRAN ARQUES LOPEZ',13.39,b'JOAN PONS MONTERO',3.73,b'GUILLEM CANALETA BENET',8.42,b'FERRAN FERNANDEZ GIMENEZ',0.57,b'GEORG SIMON HERODES',1.75,b'ENRIC CURTO SABATER',5.74,b'MARC COSTA CANAL',0.4,b'POL CAMPENY LLOVERAS',3.71,b'MART MARTORI FIGUEREDO',5.15,b'NICOLAS EDUARDO LUS HAHNEISER',0.8,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'VICTOR CARRETERO BACH',3.37,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'GUILLEM DIAZ CABANAS',0.0,b'ADRIA VILAGRAN GONZALEZ',0.74,b'IZAN VILLAR CANTERO',4.7,b'VICTOR CARRETERO BACH',11.26,b'JORDI PUJOLREU SALA',0.5
b'ELOI MARIN BONAMUSA',27.94,b'NARCIS ARAGALL VARGAS',13.33,b'JOSEP ARMENGOL ROYO',3.7,b'JOAN PONS MONTERO',8.09,b'ANDREU BATLLE I PERAFERRER',0.56,b'IZAN VILLAR CANTERO',1.65,b'LLUS MARTN LLAVERA',5.56,b'MARC MAJORAL DE LOS RIOS',0.4,b'JOAN PONS MONTERO',3.55,b'POL CAMPENY LLOVERAS',5.07,b'ROGER ABELLO ONCINS',0.8,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'POL CANILLAS CRESPO',3.23,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'ADRIA VERDAGUER MATAS',0.0,b'SERGI ALGUE BAUSA',0.72,b'NARCIS ARAGALL VARGAS',4.5,b'MART MARTORI FIGUEREDO',10.65,b'GERARD ROJAS ARGILES',0.5
b'ADRIA SOLDADO FERRER',27.25,b'PAU CARRIN SORIANO',12.95,b'MARC VICTOR VANCEA',3.62,b'ALEX RIERA PERETO',7.95,b'LLUC FALGAS AZOR',0.56,b'ERIC ARUMI COLOM',1.58,b'LLUIS DE QUINTANA BECH',5.32,b'GUILLEM RUBIO CHACON',0.4,b'GUILLEM ANDREU MALE',3.28,b'EDUARD MAS FERRE',5.05,b'GUILLEM RUBIO CHACON',0.8,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARAL AZCONA BLAZQUEZ',3.21,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'MARC ABAD BACH',0.0,b'GEORG SIMON HERODES',0.71,b'XAVIER BLANCO MART',4.26,b'IGNASI PALLARES ARUMI',10.28,b'IGNASI PALLARES ARUMI',0.49
