Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],12.0,200.0,68.08,18.92,41.75,0.45,5.67,22.75,0.25,13.25,22.25,0.6,23.42,74.25,0.52,91.69,42.51,43.63,20.54,0.35
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],12.0,200.0,60.58,16.17,36.67,0.44,4.83,22.0,0.22,13.75,23.75,0.58,21.5,69.08,0.48,87.7,39.91,42.27,23.44,0.38
BASQUET GIRONA Equipo,['Mitjana'],12.0,202.08,69.67,18.5,38.25,0.48,5.67,23.75,0.24,15.67,26.42,0.59,23.67,73.58,0.48,94.68,43.55,45.45,25.27,0.38
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],12.0,202.08,74.08,20.67,43.83,0.47,5.58,25.0,0.22,16.0,25.58,0.63,24.0,80.08,0.52,92.51,42.19,44.33,23.24,0.36
BASQUET SAFA CLAROR A Equipo,['Mitjana'],11.0,202.27,66.27,16.27,40.64,0.4,6.82,24.27,0.28,13.27,20.18,0.66,22.82,73.73,0.5,89.89,40.83,41.4,20.45,0.37
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],11.0,202.27,70.36,18.0,37.82,0.48,6.82,25.64,0.27,13.91,24.45,0.57,21.91,74.18,0.5,94.85,44.48,44.76,21.92,0.4
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],12.0,200.0,71.75,21.17,46.0,0.46,5.17,20.83,0.25,13.92,24.0,0.58,23.67,77.33,0.5,92.78,43.27,44.8,20.82,0.31
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],12.0,200.0,67.92,17.75,41.08,0.43,5.75,24.25,0.24,15.17,24.83,0.61,23.58,76.25,0.5,89.07,40.37,42.42,23.21,0.37
CB ADEPAF TXOT'S Equipo,['Mitjana'],12.0,200.0,64.25,18.33,42.5,0.43,5.08,19.0,0.27,12.33,20.67,0.6,20.67,70.58,0.5,91.03,42.21,43.49,20.05,0.31
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],12.0,200.0,70.83,17.33,36.58,0.47,7.83,26.25,0.3,12.67,19.92,0.64,20.92,71.58,0.5,98.95,46.29,45.31,20.16,0.42
CB SANTA COLOMA A Equipo,['Mitjana'],11.0,200.0,69.82,18.36,40.0,0.46,6.27,24.27,0.26,14.27,20.73,0.69,25.09,73.36,0.5,95.17,43.21,44.27,22.21,0.38
CB SANTA COLOMA A Equipo Rival,['Mitjana Rival'],11.0,200.0,70.82,17.73,39.45,0.45,6.09,22.55,0.27,17.09,27.55,0.62,21.09,74.09,0.5,95.58,43.33,45.54,27.57,0.36
CB.CIUTAT VELLA Equipo,['Mitjana'],12.0,200.0,67.17,15.42,38.67,0.4,7.25,21.17,0.34,14.58,24.5,0.6,22.08,70.58,0.51,95.16,43.94,44.32,24.37,0.35
CB.CIUTAT VELLA Equipo Rival,['Mitjana Rival'],12.0,200.0,69.33,17.5,34.67,0.5,6.08,23.25,0.26,16.08,25.25,0.64,24.5,69.0,0.49,100.48,45.97,47.57,27.77,0.4
GRUP VIA - CB ARTES Equipo,['Mitjana'],12.0,200.0,70.75,18.67,38.33,0.49,6.42,24.08,0.27,14.17,21.5,0.66,20.42,71.83,0.5,98.49,45.33,46.02,22.7,0.39
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],12.0,200.0,61.33,18.83,42.58,0.44,4.17,19.42,0.21,11.17,20.83,0.54,21.5,71.17,0.5,86.18,40.46,42.0,18.01,0.31
IBERSOFAS - CB ARGENTONA  A Equipo,['Mitjana'],12.0,200.0,76.5,18.83,37.42,0.5,6.83,24.92,0.27,18.33,28.25,0.65,23.08,74.75,0.51,102.34,46.66,48.31,29.41,0.4
IBERSOFAS - CB ARGENTONA  A Equipo Rival,['Mitjana Rival'],12.0,200.0,69.83,17.25,37.25,0.46,6.83,24.17,0.28,14.83,24.83,0.6,25.33,72.33,0.49,96.54,44.78,45.42,24.15,0.39
MARISTES ADEMAR Equipo,['Mitjana'],12.0,200.0,63.42,17.42,38.67,0.45,5.17,20.08,0.26,13.08,22.67,0.58,22.92,68.67,0.49,92.35,42.84,44.28,22.27,0.34
