Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
AD TORREFORTA Equipo,['Mitjana'],22.0,200.0,57.09,17.14,38.05,0.45,4.09,18.14,0.23,10.55,20.09,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.95,0.0,0.0,62.41,0.46,91.48,41.42,42.74,18.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,21.23,56.18,0.38
AD TORREFORTA Equipo Rival,['Mitjana Rival'],22.0,200.0,69.27,16.09,38.18,0.42,7.82,27.64,0.28,13.64,21.32,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.14,0.0,0.0,72.18,0.54,95.97,42.27,42.14,20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,23.91,65.82,0.36
BASKET ALMEDA Equipo,['Mitjana'],22.0,200.0,69.55,19.91,41.14,0.48,5.14,20.77,0.25,14.32,22.77,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.36,0.0,0.0,69.05,0.49,100.72,44.6,46.32,23.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,25.05,61.91,0.4
BASKET ALMEDA Equipo Rival,['Mitjana Rival'],22.0,200.0,70.64,20.18,42.41,0.48,5.59,22.91,0.24,13.5,20.36,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36,0.0,0.0,71.27,0.51,99.11,43.74,44.91,20.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,25.77,65.32,0.39
C.B. RIPOLLET A Equipo,['Mitjana'],22.0,204.55,77.36,21.64,45.27,0.48,5.77,21.41,0.27,16.77,23.82,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,74.05,0.51,104.48,45.43,47.37,25.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,27.41,66.68,0.41
C.B. RIPOLLET A Equipo Rival,['Mitjana Rival'],22.0,204.55,71.09,18.23,39.68,0.46,7.05,24.77,0.28,13.5,21.05,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.59,0.0,0.0,70.73,0.49,100.51,44.68,44.75,20.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,25.27,64.45,0.39
C.B.CASTELLBISBAL A Equipo,['Mitjana'],22.0,201.14,62.68,15.91,34.45,0.46,7.09,25.91,0.27,9.59,14.95,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.09,0.0,0.0,64.23,0.49,97.59,43.98,42.52,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,23.0,60.36,0.38
C.B.CASTELLBISBAL A Equipo Rival,['Mitjana Rival'],22.0,201.14,68.32,18.09,39.59,0.46,5.82,20.0,0.29,14.68,22.77,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.05,0.0,0.0,66.82,0.51,102.24,45.0,46.39,24.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,23.91,59.59,0.4
C.E.B. PALLEJA A - TAXILINE Equipo,['Mitjana'],22.0,202.27,63.05,17.41,39.55,0.44,4.86,20.05,0.24,13.64,21.77,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.18,0.0,0.0,66.36,0.49,95.0,41.46,43.58,22.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.27,59.59,0.37
C.E.B. PALLEJA A - TAXILINE Equipo Rival,['Mitjana Rival'],22.0,202.27,65.41,17.82,39.45,0.45,6.68,25.14,0.27,9.73,15.68,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.0,0.0,68.59,0.51,95.36,43.1,42.15,15.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,24.5,64.59,0.38
CB CERDANYOLA AL DIA A Equipo,['Mitjana'],22.0,200.0,72.68,20.18,40.82,0.49,6.41,22.27,0.29,13.09,23.23,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,0.0,0.0,70.36,0.5,103.29,47.23,47.13,20.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,26.59,63.09,0.42
