Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],3.0,200.0,59.67,16.33,43.33,0.38,6.33,21.33,0.3,8.0,15.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,0.0,68.33,0.49,87.32,39.95,38.72,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,22.67,64.67,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],3.0,200.0,71.33,16.67,33.33,0.5,7.0,29.0,0.24,17.0,27.33,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.33,0.0,0.0,71.33,0.51,100.0,43.58,45.09,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,23.67,62.33,0.38
C.B.CASTELLAR A Equipo,['Mitjana'],4.0,200.0,68.25,12.25,27.75,0.44,11.75,36.0,0.33,8.5,13.25,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,66.75,0.49,102.25,46.86,41.45,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,24.0,63.75,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],4.0,200.0,70.0,18.5,37.75,0.49,6.0,22.5,0.27,15.0,25.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,68.25,0.51,102.56,45.64,46.83,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,24.5,60.25,0.41
CB IPSI A Equipo,['Mitjana'],4.0,200.0,70.75,15.75,35.75,0.44,6.0,24.75,0.24,21.25,34.5,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,72.5,0.5,97.59,40.91,45.11,35.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,21.75,60.5,0.36
CB IPSI A Equipo Rival,['Mitjana Rival'],4.0,200.0,69.75,17.0,40.5,0.42,6.25,24.25,0.26,17.0,26.25,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0.0,0.0,73.0,0.5,95.55,40.73,43.12,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.25,64.75,0.36
CLUB NATACIO SABADELL A Equipo,['Mitjana'],4.0,200.0,73.75,15.5,32.5,0.48,8.5,28.0,0.3,17.25,23.5,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,68.0,0.5,108.46,46.69,46.83,28.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,24.0,60.5,0.4
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],4.0,200.0,61.25,14.25,34.75,0.41,3.75,21.5,0.17,21.5,31.75,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,67.25,0.5,91.08,35.33,42.61,38.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,18.0,56.25,0.32
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],4.0,200.0,54.0,16.5,39.75,0.42,3.5,16.25,0.22,10.5,17.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,61.0,0.48,88.52,38.84,41.08,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,20.0,56.0,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],4.0,200.0,61.0,15.25,34.25,0.45,5.25,23.25,0.23,14.75,23.5,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,65.0,0.52,93.85,40.22,42.75,25.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,20.5,57.5,0.36
