Nom,Jornada,Equip,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Resultat,Diferencia,Titular
b'AIDA NEBOT CAMINAL',Jornada 12,[0.0],10.0,4.0,2.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMPING BIANYA ROSER A,EVENTS CB IGUALADA,True,17.0,False
b'AIDA NEBOT CAMINAL',Jornada 14,[0.0],2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANRESA CBF,CAMPING BIANYA ROSER A,True,15.0,False
b'AIDA NEBOT CAMINAL',Jornada 17,[0.17],16.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMPING BIANYA ROSER A,BASQUET SAFA CLAROR A,True,28.0,False
b'AIDA NEBOT CAMINAL',Jornada 18,[0.0],14.0,2.0,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TGN BASQUET A,CAMPING BIANYA ROSER A,True,12.0,False
b'AIDA NEBOT CAMINAL',Jornada 19,[0.0],15.0,2.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMPING BIANYA ROSER A,C.B. PRAT - MONTIBELLO A,True,11.0,False
b'AIDA NEBOT CAMINAL',Jornada 19,[0.0],12.0,2.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,CAMPING BIANYA ROSER A,True,15.0,False
b'AIDA NEBOT CAMINAL',Jornada 20,[0.0],21.0,6.0,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,CAMPING BIANYA ROSER A,CEEB TORDERA UNIGIRONA,False,-12.0,False
b'AIDA NEBOT CAMINAL',Jornada 22,[0.0],10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMPING BIANYA ROSER A,EBAE SESE A,True,6.0,False
b'AIDA NEBOT CAMINAL',Jornada 23,[0.0],9.0,2.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WECOLORS - AB PREMIA,CAMPING BIANYA ROSER A,True,14.0,False
b'AIDA NEBOT CAMINAL',Jornada 25,[0.0],18.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMPING BIANYA ROSER A,JOVENTUT LES CORTS,True,12.0,False
b'AIDA NEBOT CAMINAL',Jornada 26,[0.0],12.0,4.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,EVENTS CB IGUALADA,CAMPING BIANYA ROSER A,True,9.0,False
b'AINA CUCHILLO DE BOBES',Jornada 02,[0.29],16.0,5.0,1.0,5.0,0.2,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BASQUET SAFA CLAROR A,EVENTS CB IGUALADA,False,-9.0,False
b'AINA CUCHILLO DE BOBES',Jornada 03,[0.29],13.0,2.0,1.0,5.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,INTERSPORT OLARIA SAMA VILANOVA,BASQUET SAFA CLAROR A,False,-16.0,False
b'AINA CUCHILLO DE BOBES',Jornada 03,[0.5],8.0,7.0,1.0,3.0,0.33,1.0,3.0,0.33,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASQUET SAFA CLAROR A,CAMPING BIANYA ROSER A,False,-7.0,False
b'AINA CUCHILLO DE BOBES',Jornada 05,[0.31],20.0,6.0,2.0,9.0,0.22,0.0,4.0,0.0,2.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,CB GRANOLLERS 1,BASQUET SAFA CLAROR A,False,-16.0,False
b'AINA CUCHILLO DE BOBES',Jornada 05,[0.25],7.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET SAFA CLAROR A,MANRESA CBF,False,-32.0,False
b'AINA CUCHILLO DE BOBES',Jornada 07,[0.75],15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BASQUET SAFA CLAROR A,TGN BASQUET A,False,-13.0,False
b'AINA CUCHILLO DE BOBES',Jornada 08,[0.8],12.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,C.B. PRAT - MONTIBELLO A,BASQUET SAFA CLAROR A,True,8.0,False
b'AINA CUCHILLO DE BOBES',Jornada 09,[0.12],12.0,6.0,3.0,7.0,0.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET SAFA CLAROR A,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,True,4.0,False
b'AINA CUCHILLO DE BOBES',Jornada 10,[0.43],20.0,12.0,3.0,8.0,0.38,2.0,6.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,CEEB TORDERA UNIGIRONA,BASQUET SAFA CLAROR A,False,-25.0,False
b'AINA CUCHILLO DE BOBES',Jornada 11,[0.4],9.0,2.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,EBAE SESE A,BASQUET SAFA CLAROR A,False,-22.0,False
b'AINA CUCHILLO DE BOBES',Jornada 11,[1.0],9.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET SAFA CLAROR A,DRAFT GRAMENET A,False,-28.0,False
b'AINA CUCHILLO DE BOBES',Jornada 12,[0.38],18.0,8.0,3.0,5.0,0.6,0.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BASQUET SAFA CLAROR A,WECOLORS - AB PREMIA,False,-32.0,False
b'AINA CUCHILLO DE BOBES',Jornada 14,[0.6],13.0,15.0,3.0,4.0,0.75,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET SAFA CLAROR A,JOVENTUT LES CORTS,False,-12.0,False
b'AINA CUCHILLO DE BOBES',Jornada 15,[0.5],19.0,3.0,1.0,3.0,0.33,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BASQUET SAFA CLAROR A,INTERSPORT OLARIA SAMA VILANOVA,False,-15.0,False
b'AINA CUCHILLO DE BOBES',Jornada 15,[0.53],29.0,21.0,3.0,7.0,0.43,4.0,8.0,0.5,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,EVENTS CB IGUALADA,BASQUET SAFA CLAROR A,True,9.0,False
b'AINA CUCHILLO DE BOBES',Jornada 17,[0.33],12.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,6.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET SAFA CLAROR A,CB GRANOLLERS 1,True,2.0,False
b'AINA CUCHILLO DE BOBES',Jornada 17,[0.67],12.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,CAMPING BIANYA ROSER A,BASQUET SAFA CLAROR A,False,-28.0,False
b'AINA CUCHILLO DE BOBES',Jornada 19,[0.5],12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,MANRESA CBF,BASQUET SAFA CLAROR A,False,-29.0,False
b'AINA CUCHILLO DE BOBES',Jornada 20,[0.29],16.0,4.0,1.0,5.0,0.2,0.0,2.0,0.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TGN BASQUET A,BASQUET SAFA CLAROR A,False,-4.0,False
b'AINA CUCHILLO DE BOBES',Jornada 21,[0.4],12.0,5.0,1.0,3.0,0.33,0.0,2.0,0.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,BASQUET SAFA CLAROR A,False,-26.0,False
b'AINA CUCHILLO DE BOBES',Jornada 21,[0.33],14.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,BASQUET SAFA CLAROR A,C.B. PRAT - MONTIBELLO A,False,-26.0,False
b'AINA CUCHILLO DE BOBES',Jornada 23,[0.33],15.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET SAFA CLAROR A,CEEB TORDERA UNIGIRONA,False,-36.0,False
b'AINA CUCHILLO DE BOBES',Jornada 24,[0.4],12.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DRAFT GRAMENET A,BASQUET SAFA CLAROR A,False,-16.0,False
b'AINA CUCHILLO DE BOBES',Jornada 25,[0.5],17.0,10.0,1.0,4.0,0.25,2.0,4.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BASQUET SAFA CLAROR A,EBAE SESE A,False,-12.0,False
b'AINA GRAN TORRES',Jornada 01,[0.0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,EBAE SESE A,False,-11.0,False
b'AINA GRAN TORRES',Jornada 05,[0.0],5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,INTERSPORT OLARIA SAMA VILANOVA,False,-5.0,False
b'AINA GRAN TORRES',Jornada 06,[0.0],6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CAMPING BIANYA ROSER A,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,False,-4.0,False
b'AINA GRAN TORRES',Jornada 07,[0.0],3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,CB GRANOLLERS 1,True,5.0,False
b'AINA GRAN TORRES',Jornada 09,[0.0],5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,TGN BASQUET A,False,-17.0,False
b'AINA GRAN TORRES',Jornada 11,[0.0],3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C.B. PRAT - MONTIBELLO A,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,True,13.0,False
b'AINA GRAN TORRES',Jornada 12,[1.0],3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANRESA CBF,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,False,-7.0,False
b'AINA GRAN TORRES',Jornada 13,[1.0],5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,CEEB TORDERA UNIGIRONA,True,19.0,False
b'AINA GRAN TORRES',Jornada 14,[0.0],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EBAE SESE A,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,True,3.0,False
b'AINA GRAN TORRES',Jornada 15,[1.0],5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,WECOLORS - AB PREMIA,False,-16.0,False
b'AINA GRAN TORRES',Jornada 23,[1.0],1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,C.B. PRAT - MONTIBELLO A,True,14.0,False
b'AINA ROQUE SUCARRATS',Jornada 01,[0.0],12.0,2.0,1.0,6.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CAMPING BIANYA ROSER A,MANRESA CBF,True,1.0,False
b'AINA ROQUE SUCARRATS',Jornada 03,[0.4],8.0,2.0,1.0,3.0,0.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANRESA CBF,DRAFT GRAMENET A,True,18.0,False
b'AINA ROQUE SUCARRATS',Jornada 03,[0.25],10.0,2.0,1.0,3.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,CB GRANOLLERS 1,MANRESA CBF,True,20.0,False
b'AINA ROQUE SUCARRATS',Jornada 04,[0.5],8.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EBAE SESE A,MANRESA CBF,True,5.0,False
b'AINA ROQUE SUCARRATS',Jornada 05,[0.33],10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET SAFA CLAROR A,MANRESA CBF,True,32.0,False
b'AINA ROQUE SUCARRATS',Jornada 07,[1.0],5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANRESA CBF,WECOLORS - AB PREMIA,False,-8.0,False
b'AINA ROQUE SUCARRATS',Jornada 08,[0.0],11.0,2.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TGN BASQUET A,MANRESA CBF,False,-2.0,False
b'AINA ROQUE SUCARRATS',Jornada 09,[0.0],6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANRESA CBF,JOVENTUT LES CORTS,True,7.0,False
b'AINA ROQUE SUCARRATS',Jornada 10,[0.0],7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,C.B. PRAT - MONTIBELLO A,MANRESA CBF,True,9.0,False
b'AINA ROQUE SUCARRATS',Jornada 11,[0.12],16.0,8.0,4.0,7.0,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MANRESA CBF,EVENTS CB IGUALADA,True,36.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 02,[1.0],15.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TGN BASQUET A,JOVENTUT LES CORTS,False,-8.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 03,[1.0],23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JOVENTUT LES CORTS,C.B. PRAT - MONTIBELLO A,False,-2.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 03,[0.0],25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,JOVENTUT LES CORTS,True,4.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 05,[0.67],23.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JOVENTUT LES CORTS,CEEB TORDERA UNIGIRONA,False,-22.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 06,[0.5],25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DRAFT GRAMENET A,JOVENTUT LES CORTS,False,-21.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 07,[0.5],22.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JOVENTUT LES CORTS,EBAE SESE A,True,18.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 08,[0.0],20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,WECOLORS - AB PREMIA,JOVENTUT LES CORTS,False,-1.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 09,[0.0],24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MANRESA CBF,JOVENTUT LES CORTS,False,-7.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 10,[0.0],18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,INTERSPORT OLARIA SAMA VILANOVA,JOVENTUT LES CORTS,False,-11.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 10,[1.0],24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JOVENTUT LES CORTS,EVENTS CB IGUALADA,True,4.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 12,[0.33],19.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JOVENTUT LES CORTS,CAMPING BIANYA ROSER A,False,-11.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 13,[0.5],23.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CB GRANOLLERS 1,JOVENTUT LES CORTS,True,10.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 15,[0.0],4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JOVENTUT LES CORTS,TGN BASQUET A,True,6.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 16,[0.0],9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C.B. PRAT - MONTIBELLO A,JOVENTUT LES CORTS,False,-15.0,False
b'AINHOA PINEDA RODRGUEZ',Jornada 17,[1.0],7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,JOVENTUT LES CORTS,GRAFIQUES VILANOVA CEJ L'HOSPITALET A,True,8.0,False
b'AIXA SOUMAH GATO',Jornada 01,[0.33],24.0,6.0,3.0,4.0,0.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INTERSPORT OLARIA SAMA VILANOVA,CAMPING BIANYA ROSER A,True,1.0,False
