Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,15.0,201.67,67.0,16.2,39.93,0.41,6.53,23.33,0.28,15.0,22.2,0.68,23.53,70.07,0.49,95.62,41.1,42.52,23.71,0.37
Equip,2 Derrota,11.0,202.27,63.0,15.27,39.82,0.38,5.91,22.82,0.26,14.73,21.45,0.69,23.36,69.18,0.49,91.06,38.53,40.61,23.51,0.36
Equip,2 Victoria,4.0,200.0,78.0,18.75,40.25,0.47,8.25,24.75,0.33,15.75,24.25,0.65,24.0,72.5,0.51,107.59,47.88,47.53,24.23,0.38
Equip,3 Local,7.0,203.57,73.86,16.43,39.14,0.42,8.57,26.29,0.33,15.29,23.14,0.66,23.14,72.57,0.5,101.77,44.76,44.44,23.36,0.4
Equip,3 Visitant,8.0,200.0,61.0,16.0,40.62,0.39,4.75,20.75,0.23,14.75,21.38,0.69,23.88,67.88,0.49,89.87,37.68,40.73,24.03,0.34
Equip,4 Dificil,6.0,204.17,70.17,17.83,43.83,0.41,6.17,21.17,0.29,16.0,21.0,0.76,21.33,71.17,0.5,98.59,41.67,43.49,24.62,0.33
Equip,4 Facil,9.0,200.0,64.89,15.11,37.33,0.4,6.78,24.78,0.27,14.33,23.0,0.62,25.0,69.33,0.49,93.59,40.7,41.76,23.08,0.4
Equip,5 Equips Cua,3.0,200.0,66.0,14.33,37.0,0.39,7.67,25.0,0.31,14.33,21.0,0.68,27.0,68.33,0.49,96.59,41.67,41.98,23.12,0.4
Equip,5 Equips Top,3.0,200.0,66.0,14.33,37.0,0.39,7.67,25.0,0.31,14.33,21.0,0.68,27.0,68.33,0.49,96.59,41.67,41.98,23.12,0.4
Equip,6 Ultims 3,3.0,36000.0,207.0,46.0,120.0,0.38,20.0,63.0,0.32,55.0,77.0,0.71,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
Equip Rival,1 Mitjana Rival,15.0,201.67,73.53,17.27,36.67,0.47,7.93,26.87,0.3,15.2,25.07,0.61,22.67,71.53,0.51,102.8,45.91,45.78,23.92,0.42
Equip Rival,2 Derrota Rival,11.0,202.27,76.18,18.64,37.09,0.5,8.09,27.18,0.3,14.64,24.18,0.61,22.36,71.91,0.51,105.94,47.88,47.19,22.77,0.42
Equip Rival,2 Victoria Rival,4.0,200.0,66.25,13.5,35.5,0.38,7.5,26.0,0.29,16.75,27.5,0.61,23.5,70.5,0.49,93.97,40.24,41.82,27.24,0.42
Equip Rival,3 Local Rival,7.0,203.57,70.43,17.29,38.14,0.45,6.86,26.43,0.26,15.29,25.57,0.6,23.0,72.71,0.5,96.86,42.7,43.74,23.67,0.41
Equip Rival,3 Visitant Rival,8.0,200.0,76.25,17.25,35.38,0.49,8.88,27.25,0.33,15.12,24.62,0.61,22.38,70.5,0.51,108.16,48.8,47.62,24.15,0.44
Equip Rival,4 Dificil Rival,6.0,204.17,71.83,19.0,38.67,0.49,6.67,25.83,0.26,13.83,23.33,0.59,22.5,71.67,0.5,100.23,44.96,45.31,21.45,0.4
Equip Rival,4 Facil Rival,9.0,200.0,74.67,16.11,35.33,0.46,8.78,27.56,0.32,16.11,26.22,0.61,22.78,71.44,0.51,104.51,46.55,46.09,25.62,0.44
Equip Rival,5 Equips Cua Rival,3.0,200.0,75.67,16.0,31.67,0.51,8.0,29.0,0.28,19.67,29.33,0.67,21.33,70.33,0.51,107.58,46.15,47.6,32.42,0.48
Equip Rival,5 Equips Top Rival,3.0,200.0,75.67,16.0,31.67,0.51,8.0,29.0,0.28,19.67,29.33,0.67,21.33,70.33,0.51,107.58,46.15,47.6,32.42,0.48
Equip Rival,6 Ultims 3 Rival,3.0,36000.0,247.0,39.0,96.0,0.41,35.0,97.0,0.36,64.0,87.0,0.74,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
