Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
AD TORREFORTA Equipo,['Mitjana'],22.0,200.0,57.09,17.14,38.05,0.45,4.09,18.14,0.23,10.55,20.09,0.52,21.95,62.41,0.46,91.48,41.42,42.74,18.77,0.32
AD TORREFORTA Equipo Rival,['Mitjana Rival'],22.0,200.0,69.27,16.09,38.18,0.42,7.82,27.64,0.28,13.64,21.32,0.64,20.14,72.18,0.54,95.97,42.27,42.14,20.72,0.42
BASKET ALMEDA Equipo,['Mitjana'],22.0,200.0,69.55,19.91,41.14,0.48,5.14,20.77,0.25,14.32,22.77,0.63,20.36,69.05,0.49,100.72,44.6,46.32,23.13,0.34
BASKET ALMEDA Equipo Rival,['Mitjana Rival'],22.0,200.0,70.64,20.18,42.41,0.48,5.59,22.91,0.24,13.5,20.36,0.66,22.36,71.27,0.51,99.11,43.74,44.91,20.67,0.35
C.B. RIPOLLET A Equipo,['Mitjana'],22.0,204.55,77.36,21.64,45.27,0.48,5.77,21.41,0.27,16.77,23.82,0.7,21.0,74.05,0.51,104.48,45.43,47.37,25.15,0.32
C.B. RIPOLLET A Equipo Rival,['Mitjana Rival'],22.0,204.55,71.09,18.23,39.68,0.46,7.05,24.77,0.28,13.5,21.05,0.64,23.59,70.73,0.49,100.51,44.68,44.75,20.94,0.38
C.B.CASTELLBISBAL A Equipo,['Mitjana'],22.0,201.14,62.68,15.91,34.45,0.46,7.09,25.91,0.27,9.59,14.95,0.64,22.09,64.23,0.49,97.59,43.98,42.52,15.89,0.43
C.B.CASTELLBISBAL A Equipo Rival,['Mitjana Rival'],22.0,201.14,68.32,18.09,39.59,0.46,5.82,20.0,0.29,14.68,22.77,0.64,18.05,66.82,0.51,102.24,45.0,46.39,24.64,0.34
C.E.B. PALLEJA A - TAXILINE Equipo,['Mitjana'],22.0,202.27,63.05,17.41,39.55,0.44,4.86,20.05,0.24,13.64,21.77,0.63,17.18,66.36,0.49,95.0,41.46,43.58,22.88,0.34
C.E.B. PALLEJA A - TAXILINE Equipo Rival,['Mitjana Rival'],22.0,202.27,65.41,17.82,39.45,0.45,6.68,25.14,0.27,9.73,15.68,0.62,20.5,68.59,0.51,95.36,43.1,42.15,15.06,0.39
CB CERDANYOLA AL DIA A Equipo,['Mitjana'],22.0,200.0,72.68,20.18,40.82,0.49,6.41,22.27,0.29,13.09,23.23,0.56,20.59,70.36,0.5,103.29,47.23,47.13,20.75,0.35
CB CERDANYOLA AL DIA A Equipo Rival,['Mitjana Rival'],22.0,200.0,64.5,15.86,38.18,0.42,7.05,26.23,0.27,11.64,19.32,0.6,21.59,69.95,0.5,92.2,41.04,40.78,18.07,0.41
CB TARRAGONA B Equipo,['Mitjana'],22.0,201.14,65.68,15.86,36.18,0.44,7.0,25.95,0.27,12.95,19.68,0.66,21.14,67.95,0.5,96.66,42.43,42.59,20.85,0.42
CB TARRAGONA B Equipo Rival,['Mitjana Rival'],22.0,201.14,62.41,17.27,39.55,0.44,5.36,22.36,0.24,11.77,18.86,0.62,20.36,67.36,0.5,92.65,40.9,41.92,19.02,0.36
CLOTET SUZUKI SANT BOI A Equipo,['Mitjana'],22.0,202.27,65.09,17.68,41.18,0.43,5.23,21.09,0.25,14.05,20.91,0.67,20.86,68.59,0.5,94.9,40.99,43.0,22.55,0.34
CLOTET SUZUKI SANT BOI A Equipo Rival,['Mitjana Rival'],22.0,202.27,66.95,17.95,39.73,0.45,6.05,22.27,0.27,12.91,21.36,0.6,21.73,68.5,0.5,97.74,43.59,44.24,20.82,0.36
CLUB NATACIO SABADELL A Equipo,['Mitjana'],22.0,200.0,71.5,16.09,37.18,0.43,8.09,27.91,0.29,15.05,22.45,0.67,22.05,71.95,0.52,99.37,43.37,43.45,23.11,0.43
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],22.0,200.0,66.36,17.0,37.09,0.46,5.73,20.32,0.28,15.18,23.77,0.64,22.09,65.14,0.48,101.88,44.58,46.32,26.44,0.35
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],22.0,200.0,59.73,18.36,42.95,0.43,4.32,19.32,0.22,10.05,17.64,0.57,21.55,67.23,0.51,88.84,39.89,41.01,16.13,0.31
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],22.0,200.0,62.82,15.82,36.68,0.43,5.0,19.14,0.26,16.18,25.77,0.63,19.45,64.45,0.49,97.46,41.78,44.91,28.99,0.34
REUS PLOMS SALLE Equipo,['Mitjana'],22.0,200.0,63.91,14.55,34.64,0.42,8.05,28.0,0.29,10.68,19.5,0.55,23.59,68.36,0.5,93.48,42.49,40.88,17.05,0.45
REUS PLOMS SALLE Equipo Rival,['Mitjana Rival'],22.0,200.0,68.95,20.41,41.32,0.49,4.95,20.45,0.24,13.27,23.0,0.58,19.73,69.0,0.5,99.93,45.07,46.38,21.49,0.33
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],22.0,202.27,76.77,17.86,39.0,0.46,7.64,24.73,0.31,18.14,26.59,0.68,20.95,72.41,0.51,106.03,46.01,47.15,28.46,0.39
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],22.0,202.27,68.36,17.86,38.55,0.46,6.59,24.32,0.27,12.86,20.14,0.64,23.73,68.82,0.49,99.34,44.14,44.36,20.46,0.39
