Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
BASQUET MOLINS Equipo,['Mitjana'],6.0,200.0,58.0,14.67,38.5,0.38,5.67,22.0,0.26,11.67,17.83,0.65,20.17,65.5,0.48,88.55,38.29,39.35,19.28,0.36
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],6.0,200.0,66.67,14.83,35.83,0.41,7.67,29.33,0.26,14.0,21.83,0.64,20.5,71.67,0.52,93.02,40.41,40.74,21.48,0.45
C.B.CASTELLAR A Equipo,['Mitjana'],7.0,200.0,69.0,13.43,27.43,0.49,11.29,34.29,0.33,8.29,13.57,0.61,22.29,64.86,0.48,106.39,49.19,43.67,13.43,0.56
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],7.0,200.0,73.71,18.86,37.86,0.5,7.29,26.0,0.28,14.14,24.14,0.59,19.29,71.43,0.52,103.2,46.64,46.44,22.15,0.41
CB IPSI A Equipo,['Mitjana'],7.0,200.0,75.86,16.71,37.71,0.44,8.14,28.86,0.28,18.0,30.14,0.6,25.29,76.57,0.51,99.07,43.45,44.46,27.04,0.43
CB IPSI A Equipo Rival,['Mitjana Rival'],7.0,200.0,71.29,16.43,39.0,0.42,7.71,26.0,0.3,15.29,25.29,0.6,25.57,73.0,0.49,97.65,43.08,43.5,23.52,0.4
CLUB NATACIO SABADELL A Equipo,['Mitjana'],7.0,200.0,72.29,15.29,37.43,0.41,9.43,27.57,0.34,13.43,19.43,0.69,24.57,70.57,0.51,102.43,45.27,43.62,20.66,0.42
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],7.0,200.0,65.57,15.86,33.86,0.47,5.0,23.14,0.22,18.86,28.29,0.67,21.86,66.57,0.49,98.5,40.98,45.25,33.08,0.41
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],7.0,200.0,56.14,15.86,37.43,0.42,5.29,20.0,0.26,8.57,15.29,0.56,22.14,61.57,0.49,91.18,41.42,41.04,14.93,0.35
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],7.0,200.0,58.71,15.14,35.86,0.42,4.86,22.14,0.22,13.86,22.29,0.62,17.29,65.0,0.51,90.33,38.67,41.31,23.89,0.38
COCHESINTERNET.NET CB ALPICAT Equipo,['Mitjana'],7.0,200.0,71.71,19.29,40.57,0.48,7.14,26.86,0.27,11.71,21.86,0.54,23.57,73.86,0.51,97.1,44.49,43.7,17.37,0.4
COCHESINTERNET.NET CB ALPICAT Equipo Rival,['Mitjana Rival'],7.0,200.0,63.0,14.29,36.14,0.4,6.43,26.14,0.25,15.14,24.14,0.63,20.14,69.86,0.49,90.18,38.42,40.35,24.31,0.42
GRUP VIA - CB ARTES Equipo,['Mitjana'],7.0,200.0,73.0,16.57,32.43,0.51,9.43,28.43,0.33,11.57,19.71,0.59,20.86,66.71,0.48,109.42,50.47,47.34,19.01,0.47
GRUP VIA - CB ARTES Equipo Rival,['Mitjana Rival'],7.0,200.0,62.71,17.71,45.43,0.39,5.14,22.0,0.23,11.86,19.71,0.6,19.0,73.0,0.52,85.91,37.71,39.16,17.58,0.33
LA SALLE MANRESA S.GOL Equipo,['Mitjana'],7.0,200.0,74.14,18.57,37.86,0.49,8.29,27.14,0.31,12.14,18.57,0.65,20.86,70.14,0.5,105.7,47.69,46.11,18.68,0.42
LA SALLE MANRESA S.GOL Equipo Rival,['Mitjana Rival'],7.0,200.0,70.29,19.29,41.86,0.46,7.0,23.29,0.3,10.71,17.43,0.61,20.29,69.86,0.5,100.61,45.72,44.68,16.45,0.36
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo,['Mitjana'],7.0,200.0,60.0,15.29,37.14,0.41,4.57,21.57,0.21,15.71,22.71,0.69,19.14,65.86,0.52,91.11,37.71,41.42,26.76,0.37
LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS Equipo Rival,['Mitjana Rival'],7.0,200.0,63.14,14.57,33.0,0.44,7.86,23.57,0.33,10.43,16.29,0.64,23.29,61.14,0.48,103.27,46.59,44.54,18.43,0.42
NOU BASQUET OLESA A Equipo,['Mitjana'],6.0,200.0,69.17,20.67,41.67,0.5,5.0,17.67,0.28,12.83,21.67,0.59,20.5,66.0,0.48,104.8,47.47,48.37,21.63,0.3
NOU BASQUET OLESA A Equipo Rival,['Mitjana Rival'],6.0,200.0,67.33,17.33,42.5,0.41,7.33,25.0,0.29,10.67,17.0,0.63,23.0,71.83,0.52,93.74,41.98,41.08,15.8,0.37
PUJOL CB MOLLERUSSA Equipo,['Mitjana'],5.0,200.0,61.6,18.2,45.0,0.4,3.6,19.2,0.19,14.4,22.4,0.64,20.8,71.0,0.49,86.76,36.76,40.48,22.43,0.3
PUJOL CB MOLLERUSSA Equipo Rival,['Mitjana Rival'],5.0,200.0,80.2,17.8,35.8,0.5,10.6,31.8,0.33,12.8,21.6,0.59,20.4,74.0,0.51,108.38,49.85,46.7,18.93,0.47
SD ESPANYOL Equipo,['Mitjana'],7.0,200.0,70.57,19.86,39.29,0.51,5.14,22.86,0.23,15.43,25.57,0.6,19.86,70.43,0.51,100.2,44.37,46.45,24.83,0.37
SD ESPANYOL Equipo Rival,['Mitjana Rival'],7.0,200.0,68.14,19.29,39.71,0.49,6.14,22.86,0.27,11.14,16.43,0.68,24.0,67.0,0.49,101.71,45.55,45.3,17.81,0.37
TERRA ENDINS CB VILATORRADA Equipo,['Mitjana'],7.0,200.0,69.14,16.86,44.29,0.38,7.14,27.71,0.26,14.0,22.0,0.64,20.0,78.29,0.53,88.32,38.29,39.15,19.44,0.38
TERRA ENDINS CB VILATORRADA Equipo Rival,['Mitjana Rival'],7.0,200.0,75.43,17.86,35.14,0.51,9.14,27.86,0.33,12.29,20.71,0.59,22.86,69.14,0.47,109.09,50.11,47.57,19.5,0.44
VEDRUNA GRACIA A Equipo,['Mitjana'],7.0,200.0,70.57,17.43,34.71,0.5,7.14,25.86,0.28,14.29,21.43,0.67,20.43,67.14,0.5,105.11,46.46,46.56,23.58,0.43
VEDRUNA GRACIA A Equipo Rival,['Mitjana Rival'],7.0,200.0,71.29,18.86,36.57,0.52,7.71,26.57,0.29,10.43,16.71,0.62,23.29,67.57,0.5,105.5,48.19,46.27,16.52,0.42
