Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
Equip,1 Mitjana,26.0,200.96,78.88,17.92,36.04,0.5,8.77,28.88,0.3,16.73,24.5,0.68,22.35,72.65,0.51,108.58,47.87,47.52,25.77,0.44
Equip,2 Derrota,7.0,200.0,70.57,16.29,36.71,0.44,6.86,26.14,0.26,17.43,26.71,0.65,22.57,71.57,0.49,98.6,42.27,44.24,27.73,0.42
Equip,2 Victoria,19.0,201.32,81.95,18.53,35.79,0.52,9.47,29.89,0.32,16.47,23.68,0.7,22.26,73.05,0.51,112.18,49.84,48.69,25.08,0.46
Equip,3 Local,13.0,200.0,79.0,19.0,37.62,0.51,9.23,28.23,0.33,13.31,19.08,0.7,21.31,71.23,0.51,110.91,49.88,47.86,20.21,0.43
Equip,3 Visitant,13.0,201.92,78.77,16.85,34.46,0.49,8.31,29.54,0.28,20.15,29.92,0.67,23.38,74.08,0.5,106.33,45.79,47.19,31.49,0.46
Equip,4 Dificil,18.0,201.39,75.94,17.0,34.22,0.5,8.17,29.28,0.28,17.44,26.39,0.66,22.44,72.06,0.5,105.4,46.06,46.6,27.47,0.46
Equip,4 Facil,8.0,200.0,85.5,20.0,40.12,0.5,10.12,28.0,0.36,15.12,20.25,0.75,22.12,73.88,0.52,115.74,51.65,49.47,22.2,0.41
Equip,6 Ultims 3,3.0,37500.0,264.0,54.0,91.0,0.59,33.0,98.0,0.34,57.0,78.0,0.73,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
Equip Rival,1 Mitjana Rival,26.0,200.96,71.31,18.23,39.5,0.46,6.73,24.27,0.28,14.65,23.62,0.62,23.08,71.19,0.49,100.16,44.42,45.14,22.98,0.38
Equip Rival,2 Derrota Rival,7.0,200.0,77.14,18.86,41.86,0.45,8.43,25.86,0.33,14.14,23.86,0.59,23.86,75.0,0.51,102.86,46.52,45.62,20.89,0.38
Equip Rival,2 Victoria Rival,19.0,201.32,69.16,18.0,38.63,0.47,6.11,23.68,0.26,14.84,23.53,0.63,22.79,69.74,0.49,99.17,43.58,44.94,23.82,0.38
Equip Rival,3 Local Rival,13.0,200.0,68.08,17.31,38.69,0.45,6.46,22.62,0.29,14.08,21.46,0.66,20.77,67.85,0.49,100.34,44.04,44.84,22.96,0.37
Equip Rival,3 Visitant Rival,13.0,201.92,74.54,19.15,40.31,0.48,7.0,25.92,0.27,15.23,25.77,0.59,25.38,74.46,0.5,100.1,44.77,45.39,23.0,0.39
Equip Rival,4 Dificil Rival,18.0,201.39,73.94,19.0,40.17,0.47,7.0,24.39,0.29,14.94,24.0,0.62,23.61,72.06,0.5,102.62,45.7,46.16,23.15,0.38
Equip Rival,4 Facil Rival,8.0,200.0,65.38,16.5,38.0,0.43,6.12,24.0,0.26,14.0,22.75,0.62,21.88,69.12,0.48,94.58,41.43,42.73,22.58,0.39
Equip Rival,6 Ultims 3 Rival,3.0,37500.0,253.0,63.0,116.0,0.54,25.0,81.0,0.31,52.0,76.0,0.68,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
