Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
A.E. MINGUELLA A - DRIVIM Equipo,['Mitjana'],12.0,200.0,68.08,18.92,41.75,0.45,5.67,22.75,0.25,13.25,22.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.42,0.0,0.0,74.25,0.52,91.69,42.51,43.63,20.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,24.58,64.5,0.38
A.E. MINGUELLA A - DRIVIM Equipo Rival,['Mitjana Rival'],12.0,200.0,60.58,16.17,36.67,0.44,4.83,22.0,0.22,13.75,23.75,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,69.08,0.48,87.7,39.91,42.27,23.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,21.0,58.67,0.36
BASQUET GIRONA Equipo,['Mitjana'],12.0,202.08,69.67,18.5,38.25,0.48,5.67,23.75,0.24,15.67,26.42,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,0.0,0.0,73.58,0.48,94.68,43.55,45.45,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,24.17,62.0,0.39
BASQUET GIRONA Equipo Rival,['Mitjana Rival'],12.0,202.08,74.08,20.67,43.83,0.47,5.58,25.0,0.22,16.0,25.58,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,80.08,0.52,92.51,42.19,44.33,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,26.25,68.83,0.38
BASQUET SAFA CLAROR A Equipo,['Mitjana'],11.0,202.27,66.27,16.27,40.64,0.4,6.82,24.27,0.28,13.27,20.18,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.82,0.0,0.0,73.73,0.5,89.89,40.83,41.4,20.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.09,64.91,0.36
BASQUET SAFA CLAROR A Equipo Rival,['Mitjana Rival'],11.0,202.27,70.36,18.0,37.82,0.48,6.82,25.64,0.27,13.91,24.45,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.91,0.0,0.0,74.18,0.5,94.85,44.48,44.76,21.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,24.82,63.45,0.39
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo,['Mitjana'],12.0,200.0,71.75,21.17,46.0,0.46,5.17,20.83,0.25,13.92,24.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67,0.0,0.0,77.33,0.5,92.78,43.27,44.8,20.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,26.33,66.83,0.39
C.B. VIC - UNIVERSITAT DE VIC 2 Equipo Rival,['Mitjana Rival'],12.0,200.0,67.92,17.75,41.08,0.43,5.75,24.25,0.24,15.17,24.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.58,0.0,0.0,76.25,0.5,89.07,40.37,42.42,23.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,23.5,65.33,0.36
CB ADEPAF TXOT'S Equipo,['Mitjana'],12.0,200.0,64.25,18.33,42.5,0.43,5.08,19.0,0.27,12.33,20.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,70.58,0.5,91.03,42.21,43.49,20.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.42,61.5,0.38
CB ADEPAF TXOT'S Equipo Rival,['Mitjana Rival'],12.0,200.0,70.83,17.33,36.58,0.47,7.83,26.25,0.3,12.67,19.92,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92,0.0,0.0,71.58,0.5,98.95,46.29,45.31,20.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,25.17,62.83,0.4
