Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Possesions,Ritme,OER,% TC Efec,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Perd Mal Pase,Perd Pilota Controlada,Altres Perd,Faltes de Tir,Faltes No de Tir,Tecn,Antieportives,Faltes Ofensives,% Perd pase,%Perd pilota,%Perd altres,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Punts amb assist,OER amb assist,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,UsT3,TC Anot,TC Fets,%TC
BASQUET MOLINS Equipo,['Mitjana'],19.0,200.0,59.84,15.32,37.84,0.4,5.84,22.05,0.26,11.68,19.11,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.11,0.0,0.0,65.53,0.48,91.33,40.2,40.94,19.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,21.16,59.89,0.35
BASQUET MOLINS Equipo Rival,['Mitjana Rival'],19.0,200.0,67.74,16.42,38.37,0.43,7.68,27.42,0.28,11.84,18.84,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.42,0.0,0.0,71.11,0.52,95.26,42.48,41.73,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,24.11,65.79,0.37
C.B.CASTELLAR A Equipo,['Mitjana'],19.0,200.0,66.0,14.89,31.53,0.47,8.89,30.89,0.29,9.53,14.21,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05,0.0,0.0,65.89,0.48,100.16,45.24,42.37,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,23.79,62.42,0.38
C.B.CASTELLAR A Equipo Rival,['Mitjana Rival'],19.0,200.0,75.16,18.32,37.68,0.49,7.68,25.26,0.3,15.47,24.74,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89,0.0,0.0,70.84,0.52,106.09,47.41,47.37,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,26.0,62.95,0.41
CB IPSI A Equipo,['Mitjana'],19.0,200.0,69.53,17.26,40.95,0.42,6.53,27.0,0.24,15.42,27.21,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.37,0.0,0.0,76.68,0.53,90.67,39.81,41.39,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,23.79,67.95,0.35
CB IPSI A Equipo Rival,['Mitjana Rival'],19.0,200.0,68.47,16.26,36.42,0.45,7.11,25.68,0.28,14.63,23.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.47,0.0,0.0,69.32,0.47,98.79,43.35,43.97,23.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,23.37,62.11,0.38
CLUB NATACIO SABADELL A Equipo,['Mitjana'],19.0,201.32,72.58,17.32,39.58,0.44,7.89,25.68,0.31,14.26,22.37,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.16,0.0,0.0,72.05,0.51,100.73,44.68,44.45,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,25.21,65.26,0.39
CLUB NATACIO SABADELL A Equipo Rival,['Mitjana Rival'],19.0,201.32,66.84,15.0,35.74,0.42,6.47,23.68,0.27,17.32,26.37,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42,0.0,0.0,68.16,0.49,98.07,41.59,43.99,29.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,21.47,59.42,0.36
CLUB NATACIO TERRASSA A Equipo,['Mitjana'],19.0,202.63,59.0,16.42,40.05,0.41,5.63,20.58,0.27,9.26,15.79,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.42,0.0,0.0,64.84,0.5,90.99,41.02,40.76,15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,22.05,60.63,0.36
CLUB NATACIO TERRASSA A Equipo Rival,['Mitjana Rival'],19.0,202.63,64.26,17.05,37.11,0.46,5.11,20.26,0.25,14.84,24.32,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.42,0.0,0.0,65.32,0.5,98.39,43.07,45.32,25.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.16,57.37,0.39
