Minuts (jugador),Minuts (valor),Punts (jugador),Punts (valor),T2 Anot (jugador),T2 Anot (valor),T2 Fets (jugador),T2 Fets (valor),% T2 (jugador),% T2 (valor),T3 Anot (jugador),T3 Anot (valor),T3 Fets (jugador),T3 Fets (valor),% T3 (jugador),% T3 (valor),T1 Anot (jugador),T1 Anot (valor),T1 Fets (jugador),T1 Fets (valor),% T1 (jugador),% T1 (valor),Reb. Ofensius (jugador),Reb. Ofensius (valor),Reb. Defensius (jugador),Reb. Defensius (valor),Rebots (jugador),Rebots (valor),Assist (jugador),Assist (valor),Recuperacions (jugador),Recuperacions (valor),Perd (jugador),Perd (valor),Taps (jugador),Taps (valor),Taps Rebuts (jugador),Taps Rebuts (valor),Mates (jugador),Mates (valor),Faltes Comeses (jugador),Faltes Comeses (valor),Faltes Rebudes (jugador),Faltes Rebudes (valor),Val (jugador),Val (valor),% Asist (jugador),% Asist (valor),% Tir Efec (jugador),% Tir Efec (valor),% Tir Verdader (jugador),% Tir Verdader (valor),GScore (jugador),GScore (valor),TLR% (jugador),TLR% (valor),Possesions Anotades (jugador),Possesiones Anotades (valor),Possesiones No Anotades (jugador),Possesiones No Anotades (valor),Floor Percentage (jugador),Floor Percentage (valor),Punts per Tir (jugador),Puntes per Tir (valor),% Rebots (jugador),% Rebots (valor),% Rebots Def (jugador),% Rebots Def (valor),% Rebots Of (jugador),% Rebots Of (valor),% Recuperacions (jugador),% Recuperacions (valor),Tocs (jugador),Tocs (valor),Us (jugador),Us (valor),Versatilitat (jugador),Versatilitat (valor),Win Scores (jugador),Win Scores (valor),Eficiencia Ofensiva (jugador),Eficiencia Ofensiva (valor),Eficiencia Defensiva (jugador),Eficiencia Defensiva (valor),Diferencia Eficiencia (jugador),Diferencia Eficiencia (valor),Perd Mal Pase (Jugador),Perd Mal Pase (Valor),Perd Pilota Controlada (jugador),Perd Pilota Controlada (valor),Altres Perd (jugador),Altres Perd (valor),Faltes de Tir (jugador),Faltes de Tir (valor),Faltes No de Tir (jugador),Faltes No de Tir (valor),Tecn (jugador),Tecn (valor),Antieportives (jugador),Antieportives (valor),Faltes Ofensives (jugador),Faltes Ofensives (valor),Reb. Of 2p (jugador),Reb. Of 2p (valor),Reb. Of 3p (jugador),Reb. Of 3p (valor),% Reb. Of 2p (jugador),% Reb. Of 2p (valor),% Reb. Of 3p (jugador),% Reb. Of 3p (valor),UsT3 (jugador),UsT3 (valor),TC Anot (jugador),TC Anot (valor),TC Fets (jugador),TC Fets (valor),%TC (jugador),%TC (valor)
b'MARC NAVARRO DOMINGUEZ',36.5,b'MARC NAVARRO DOMINGUEZ',20.5,b'MARC PALAU GASCON',5.67,b'JOAN PONS MONTERO',10.33,b'VICTOR SABARTES CORRAL',1.0,b'MARC NAVARRO DOMINGUEZ',4.5,b'MARC NAVARRO DOMINGUEZ',12.0,b'JORDI CLOTET MATAMALA',1.0,b'ARNAU CUMELLES CESPEDES',6.67,b'ARNAU CUMELLES CESPEDES',10.67,b'GERARD SOLA BEDMAR',1.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'ARNAU GARRABE TOSQUELLA',4.67,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'XESC PADR CASELLAS',0.0,b'JUAN JOSE VAZQUEZ NUEZ',1.0,b'MARC PALAU GASCON',7.0,b'MARC NAVARRO DOMINGUEZ',16.0,b'XAVIER ARREDONDO FERREIRO',1.0
b'XAVIER ELVIRA GOMEZ',35.33,b'MARC PALAU GASCON',18.33,b'SERIGNE ABDOU NGUEDD NDOUR',5.0,b'ARNAU CUMELLES CESPEDES',10.0,b'HERSON MIGUEL LORENZO CRUZ',1.0,b'ALEX MATENCIO UTIEL',3.0,b'JANIS TOMASCHEK',9.33,b'IGNASI EXPOSITO CORTS',1.0,b'MARC OLLE MARTINEZ',5.0,b'CINTO GABRIEL MORILLA',8.0,b'ALEX MATENCIO UTIEL',1.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'SALVADOR CLARAMUNT BUSQUETS',4.5,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'FERRAN BELMONTE CABALLOL',0.0,b'JON PEREZ PEREZ',1.0,b'MARC NAVARRO DOMINGUEZ',6.5,b'XAVIER ELVIRA GOMEZ',14.0,b'MART TALARN CORTINA',0.8
b'MARC PALAU GASCON',34.67,b'ALEX MATENCIO UTIEL',16.33,b'CINTO GABRIEL MORILLA',5.0,b'GERARD MARSOL ESCOL',9.5,b'XAVIER ARREDONDO FERREIRO',1.0,b'ERIC MANZANARES IZQUIERDO',2.67,b'ERIC MANZANARES IZQUIERDO',7.67,b'RUBEN ROMERO MIRAS',1.0,b'CINTO GABRIEL MORILLA',4.67,b'ORIOL NIUBO TORRAS',8.0,b'JUAN AYALA MONCAYO',1.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'DAVID JUNYENT OLALLA',4.5,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'FERRAN MAS FARR',0.0,b'MARCOS OREJAS SERRAMO',1.0,b'XAVIER ELVIRA GOMEZ',6.0,b'GERARD MARSOL ESCOL',13.5,b'BENJAMIN STANLEY PALMER',0.78
b'GERARD GOMILA CARULLA',33.67,b'XAVIER ELVIRA GOMEZ',16.33,b'FERRAN BELMONTE CABALLOL',5.0,b'FERRAN BELMONTE CABALLOL',9.33,b'FERRAN FERNANDEZ GIMENEZ',1.0,b'JANIS TOMASCHEK',2.67,b'MARC OLLE MARTINEZ',7.5,b'JOSEP ALEMANY CERVERA',1.0,b'XAVIER ROQUETA CLARET',4.5,b'MARC CORRAL PARCET',6.67,b'JORDI FORNELLS UR',1.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'SERIGNE ABDOU NGUEDD NDOUR',4.5,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'JORDI CLOTET MATAMALA',0.0,b'RUBN CALVO TORTAJADA',1.0,b'ALEX MATENCIO UTIEL',5.67,b'MARC PALAU GASCON',13.0,b'RUBEN MORALES BUENO',0.77
b'ARNAU CUMELLES CESPEDES',32.33,b'GERARD GOMILA CARULLA',16.0,b'RUBEN MORALES BUENO',5.0,b'CINTO GABRIEL MORILLA',8.67,b'EUDALD CODINA COMES',1.0,b'JUAN JOSE VAZQUEZ NUEZ',2.33,b'ALBERT GERM DE TRAVY',7.0,b'YORKY SAMUEL MATA ARIAS',1.0,b'FRANCESC PLA DE CASACUBERTA',4.33,b'SERIGNE ABDOU NGUEDD NDOUR',6.5,b'ADRIA FIAGA GARRIDO',1.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'JOS IGNACIO SILVA VUELTA',4.33,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'POL CAMPRUBI TRUJILLO',0.0,b'FERRAN FERNANDEZ GIMENEZ',0.95,b'NIL DEIX RAMIREZ',5.33,b'JOAN PONS MONTERO',13.0,b'JOS IGNACIO SILVA VUELTA',0.7
b'CINTO GABRIEL MORILLA',31.67,b'ARNAU CUMELLES CESPEDES',16.0,b'ARNAU CUMELLES CESPEDES',4.67,b'SERIGNE ABDOU NGUEDD NDOUR',8.5,b'ALVARO BELLO MARAB',0.86,b'NIL DEIX RAMIREZ',2.33,b'ARNAU SANAHUJA CARNE',7.0,b'MART TALARN CORTINA',1.0,b'MARC CORRAL PARCET',4.33,b'XAVIER ROQUETA CLARET',6.0,b'MUSA TRAWALLY SANNEH',1.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'MARC CORRAL PARCET',4.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'JAN OSUL VIDAL',0.0,b'ALEX MOR CEBOLLA',0.88,b'GERARD GOMILA CARULLA',5.0,b'MARC OLLE MARTINEZ',12.5,b'SERGI ALA PLA',0.67
b'GERARD MARSOL ESCOL',31.0,b'CINTO GABRIEL MORILLA',14.67,b'MARC FONTANALS MARTIN',4.5,b'EMMANUEL REYES ROSARIO',8.33,b'CARLOS DAZA GONZALEZ',0.83,b'ALEX MOR CEBOLLA',2.0,b'FERRAN FERNANDEZ GIMENEZ',6.67,b'JOAN SILVESTRE PIJUAN',1.0,b'ORIOL NIUBO TORRAS',4.33,b'MIQUEL DE JOVER I BOIRA',6.0,b'JON PEREZ PEREZ',1.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JOAN MORERA REG',4.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'JORDI ROQUETA CLARET',0.0,b'MARC NOGUERA MARQUEZ',0.83,b'CINTO GABRIEL MORILLA',5.0,b'JANIS TOMASCHEK',12.33,b'ADRI PAL MASSIP',0.67
b'EDGAR SOLSONA LERI',30.5,b'ALBERT GERM DE TRAVY',14.67,b'MIQUEL DE JOVER I BOIRA',4.33,b'MARC PALAU GASCON',8.33,b'FERRAN MAS FARR',0.83,b'ALBERT ROMAN PEREZ',2.0,b'NIL DEIX RAMIREZ',6.67,b'ALBERT ROMAN PEREZ',0.8,b'GERARD GOMILA CARULLA',4.33,b'GERARD GOMILA CARULLA',5.67,b'SALVADOR CLARAMUNT BUSQUETS',1.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'ORIOL REAL CASAMOR',4.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'JOAN PONS MONTERO',0.0,b'CARLES JORD SANCHEZ',0.83,b'FERRAN BELMONTE CABALLOL',5.0,b'NIL DEIX RAMIREZ',12.33,b'JOAN SILVESTRE PIJUAN',0.67
b'ALBERT GERM DE TRAVY',30.33,b'RUBEN MORALES BUENO',14.0,b'XAVIER ELVIRA GOMEZ',4.33,b'GUILLEM PREZ LAYUNTA',8.33,b'RUBEN MORALES BUENO',0.83,b'FERRAN FERNANDEZ GIMENEZ',2.0,b'ALBERT CADAFALCH CASANOVAS',6.33,b'ARNAU GARRABE TOSQUELLA',0.67,b'POL RIGAT FULCARA',4.33,b'GUILLEM ANDREU MALE',5.67,b'PAU VIROS SOLER',1.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'MIQUEL DE JOVER I BOIRA',3.67,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'XAVIER ROQUETA CLARET',0.0,b'ADRIN GARCIA MANERO',0.83,b'MIQUEL PUIG DE GRACIA',5.0,b'ARNAU SANAHUJA CARNE',12.0,b'MART CU FERR',0.65
b'MARC OLLE MARTINEZ',30.0,b'NIL DEIX RAMIREZ',13.67,b'MIQUEL PUIG DE GRACIA',4.33,b'DAVID CASTELLNOU TEIXIDO',8.0,b'MIQUEL DE JOVER I BOIRA',0.81,b'ALBERT GERM DE TRAVY',2.0,b'XAVIER ELVIRA GOMEZ',6.33,b'JORDI DE LA ROSA CANELA',0.6,b'GUILLEM ANDREU MALE',4.0,b'ALEX OLIVE MARTINEZ',5.67,b'PAU VILADOMAT COMERMA',1.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'ALEJANDRO CODOER ORDOEZ',3.67,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JUAN AYALA MONCAYO',0.0,b'JORDI DE LA ROSA CANELA',0.83,b'RUBEN MORALES BUENO',5.0,b'GERARD GOMILA CARULLA',11.67,b'ALEX MATENCIO UTIEL',0.63
