Nombre,Condicion,Partidos,Minutos,Puntos,T2 Anotados,T2 Lanzados,% T2,T3 Anotados,T3 Lanzados,% T3,T1 Anotados,T1 Lanzados,% T1,Reb. Ofensivos,Reb. Defensivos,Rebotes,Asistencias,Robos,Perdidas,Tapones,Tapones Recibidos,Mates,Faltas Cometidas,Faltas Recibidas,Valoracion,Posesiones,Ritmo,OER,% TC Efectivo,% Jugada,Frec. TL,% Reb Def,% Reb Of,% Assis,% Perd,Pérdidas Mal Pase,Perdidas Balón Controlado,Otras Perdidas,Faltas de Tiro,Faltas No de Tiro,Técnicas,Antideportivas,Ofensivas,% Perd pase,%Perd balon,%Perd others,ORB_wt,AssistFT,Assist2P,Assist3P,% AssistFT,%Assist2P,%Assist3P,Puntos tras Assistencia,OER tras Asistencia,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p,Local,Visitante,Victoria,Diferencia
Equipo,Jornada 01,1.0,0.0,67.0,16.0,34.0,0.47,10.0,27.0,0.37,5.0,9.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,62.0,0.49,108.06,50.82,44.72,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REUS PLOMS SALLE,CB TARRAGONA B,Ganado,12.0
Equipo Rival,Jornada 01,1.0,0.0,55.0,17.0,38.0,0.45,3.0,20.0,0.15,12.0,20.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,64.0,0.51,85.94,37.07,40.48,20.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Equipo,Jornada 02,1.0,0.0,71.0,16.0,26.0,0.62,6.0,31.0,0.19,21.0,27.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,66.0,0.5,107.58,43.86,47.59,36.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASKET ALMEDA,REUS PLOMS SALLE,Ganado,9.0
Equipo Rival,Jornada 02,1.0,0.0,62.0,23.0,44.0,0.52,2.0,18.0,0.11,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,67.0,0.5,92.54,41.94,44.29,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Equipo,Jornada 03,1.0,0.0,81.0,17.0,33.0,0.52,10.0,26.0,0.38,17.0,28.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,68.0,0.52,119.12,54.24,51.95,28.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,REUS PLOMS SALLE,CLUB NATACIO SABADELL A,Ganado,23.0
Equipo Rival,Jornada 03,1.0,0.0,58.0,17.0,38.0,0.45,6.0,22.0,0.27,6.0,15.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,63.0,0.48,92.06,43.33,40.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
