Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Victoria,Diferencia
BASQUET MOLINS Equipo,Jornada 01,1.0,200.0,67.0,25.0,49.0,0.51,2.0,13.0,0.15,11.0,24.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,CB IPSI A,BASQUET MOLINS,False,-7.0
BASQUET MOLINS Equipo,Jornada 02,1.0,200.0,59.0,12.0,40.0,0.3,9.0,27.0,0.33,8.0,13.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,BASQUET MOLINS,VEDRUNA GRACIA A,False,-19.0
BASQUET MOLINS Equipo,Jornada 03,1.0,200.0,69.0,16.0,29.0,0.55,5.0,29.0,0.17,22.0,31.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,PUJOL CB MOLLERUSSA,BASQUET MOLINS,False,-3.0
BASQUET MOLINS Equipo,Jornada 04,1.0,200.0,53.0,12.0,41.0,0.29,8.0,24.0,0.33,5.0,8.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,BASQUET MOLINS,NOU BASQUET OLESA A,False,-9.0
BASQUET MOLINS Equipo,Jornada 04,1.0,200.0,58.0,16.0,40.0,0.4,3.0,19.0,0.16,17.0,20.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,LA SALLE MANRESA S.GOL,BASQUET MOLINS,False,-7.0
BASQUET MOLINS Equipo,Jornada 06,1.0,200.0,56.0,10.0,26.0,0.38,6.0,22.0,0.27,18.0,27.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,BASQUET MOLINS,LLUISOS DE GRACIA A - VERDI SUBMINISTRAMENTS,True,7.0
BASQUET MOLINS Equipo,Jornada 07,1.0,200.0,55.0,13.0,35.0,0.37,6.0,27.0,0.22,11.0,15.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,BASQUET MOLINS,CLUB NATACIO SABADELL A,False,-17.0
BASQUET MOLINS Equipo,Jornada 08,1.0,200.0,57.0,12.0,36.0,0.33,7.0,24.0,0.29,12.0,25.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,GRUP VIA - CB ARTES,BASQUET MOLINS,False,-8.0
BASQUET MOLINS Equipo,Jornada 09,1.0,200.0,61.0,14.0,36.0,0.39,8.0,25.0,0.32,9.0,17.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,BASQUET MOLINS,SD ESPANYOL,False,-14.0
BASQUET MOLINS Equipo,Jornada 11,1.0,200.0,82.0,18.0,41.0,0.44,7.0,18.0,0.39,25.0,29.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,BASQUET MOLINS,C.B.CASTELLAR A,True,16.0
