Nom,Jornada,Equip,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Resultat,Diferencia,Titular
b'AARON ZIGA FORNELLS',Jornada 01,[0.36],31.0,10.0,5.0,9.0,0.56,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,UE MATARO  - TC,IBERSOFAS - CB ARGENTONA  A,False,-6.0,False
b'AARON ZIGA FORNELLS',Jornada 02,[0.25],25.0,5.0,1.0,3.0,0.33,0.0,1.0,0.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A.E. MINGUELLA A - DRIVIM,UE MATARO  - TC,False,-32.0,False
b'AARON ZIGA FORNELLS',Jornada 03,[0.5],26.0,12.0,4.0,7.0,0.57,1.0,7.0,0.14,1.0,3.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET SAFA CLAROR A,UE MATARO  - TC,True,1.0,False
b'AARON ZIGA FORNELLS',Jornada 03,[0.55],30.0,10.0,3.0,5.0,0.6,1.0,6.0,0.17,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UE MATARO  - TC,CB ADEPAF TXOT'S,False,-1.0,False
b'AARON ZIGA FORNELLS',Jornada 05,[0.64],31.0,11.0,4.0,5.0,0.8,1.0,9.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UE MATARO  - TC,UB SANT ADRIA A,True,27.0,False
b'AARON ZIGA FORNELLS',Jornada 06,[0.33],30.0,6.0,0.0,6.0,0.0,1.0,3.0,0.33,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,U.E. CLARET A,UE MATARO  - TC,False,-6.0,False
b'AARON ZIGA FORNELLS',Jornada 07,[0.43],26.0,11.0,1.0,8.0,0.12,2.0,6.0,0.33,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CB SANTA COLOMA A,UE MATARO  - TC,False,-9.0,False
b'AARON ZIGA FORNELLS',Jornada 08,[0.2],21.0,3.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,UE MATARO  - TC,GRUP VIA - CB ARTES,False,-13.0,False
b'AARON ZIGA FORNELLS',Jornada 09,[0.62],26.0,6.0,0.0,3.0,0.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BASQUET GIRONA,UE MATARO  - TC,False,-3.0,False
b'AARON ZIGA FORNELLS',Jornada 09,[0.14],22.0,8.0,2.0,6.0,0.33,1.0,1.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UE MATARO  - TC,MARISTES ADEMAR,True,6.0,False
b'AARON ZIGA FORNELLS',Jornada 11,[0.54],29.0,14.0,5.0,6.0,0.83,1.0,7.0,0.14,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TERRA ENDINS CB VILATORRADA,UE MATARO  - TC,True,5.0,False
b'AARON ZIGA FORNELLS',Jornada 12,[0.7],21.0,12.0,1.0,3.0,0.33,3.0,7.0,0.43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UE MATARO  - TC,C.B. VIC - UNIVERSITAT DE VIC 2,True,8.0,False
b'AARON ZIGA FORNELLS',Jornada 13,[0.44],27.0,4.0,2.0,5.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CB.CIUTAT VELLA,UE MATARO  - TC,True,5.0,False
b'ABDERRAHMANE RAHOU KADIRI',Jornada 01,[0.17],18.0,4.0,1.0,5.0,0.2,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MARISTES ADEMAR,TERRA ENDINS CB VILATORRADA,False,-15.0,False
b'ABDERRAHMANE RAHOU KADIRI',Jornada 02,[1.0],9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,TERRA ENDINS CB VILATORRADA,C.B. VIC - UNIVERSITAT DE VIC 2,False,-19.0,False
b'ABDERRAHMANE RAHOU KADIRI',Jornada 02,[0.17],12.0,6.0,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,TERRA ENDINS CB VILATORRADA,CB SANTA COLOMA A,False,-12.0,False
b'ABDERRAHMANE RAHOU KADIRI',Jornada 04,[0.0],16.0,5.0,1.0,2.0,0.5,0.0,0.0,0.0,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CB.CIUTAT VELLA,TERRA ENDINS CB VILATORRADA,False,-7.0,False
b'ADRI TENA MASSAGUER',Jornada 01,[0.38],27.0,11.0,4.0,5.0,0.8,1.0,3.0,0.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,UE MATARO  - TC,IBERSOFAS - CB ARGENTONA  A,True,6.0,False
b'ADRI TENA MASSAGUER',Jornada 01,[0.0],14.0,8.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,IBERSOFAS - CB ARGENTONA  A,GRUP VIA - CB ARTES,False,-6.0,False
b'ADRI TENA MASSAGUER',Jornada 03,[0.0],23.0,10.0,4.0,7.0,0.57,0.0,0.0,0.0,2.0,6.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,BASQUET GIRONA,IBERSOFAS - CB ARGENTONA  A,True,8.0,False
