Nombre,Condicion,Partidos,Minutos,Puntos,T2 Anotados,T2 Lanzados,% T2,T3 Anotados,T3 Lanzados,% T3,T1 Anotados,T1 Lanzados,% T1,Reb. Ofensivos,Reb. Defensivos,Rebotes,Asistencias,Robos,Perdidas,Tapones,Tapones Recibidos,Mates,Faltas Cometidas,Faltas Recibidas,Valoracion,% Asist,% Tiro Efectivo,% Tiro Verdadero,GScore,TLR,Posesiones Anotadas,Posesiones No Anotadas,Floor Percentage,Puntos por Tiro,% Rebotes,% Rebotes Def,% Rebotes Of,% Robos,Toques,Uso,Versatilidad,Win Scores,Eficiencia Ofensiva,Eficiencia Defensiva,Diferencia eficiencia,Pérdidas Mal Pase,Perdidas Balón Controlado,Otras Perdidas,Faltas de Tiro,Faltas No de Tiro,Técnicas,Antideportivas,Ofensivas,Reb. Of 2p,Reb. Of 3p,% Reb. Of 2p,% Reb. Of 3p
b'FERRAN FERNANDEZ GIMENEZ',5 Facil,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'FERRAN FERNANDEZ GIMENEZ',7 Ultimos 3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',1 Media,3.0,23.67,11.33,2.33,7.33,0.32,1.33,4.33,0.31,2.67,5.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.37,0.41,3.17,7.62,5.23,8.44,38.28,0.74,0.0,0.0,0.0,0.0,15.83,31.64,0.0,-3.5,85.0,95.99,-10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',2 Derrota,1.0,24.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,-6.6,25.0,1.68,12.32,12.0,0.0,0.0,0.0,0.0,0.0,16.29,29.84,0.0,-12.0,23.08,91.81,-68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',2 Victoria,2.0,23.5,15.5,3.5,7.0,0.5,2.0,4.5,0.44,2.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.57,0.57,8.05,10.87,7.0,6.5,51.85,1.13,0.0,0.0,0.0,0.0,15.62,32.63,0.0,0.75,114.81,98.39,16.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',3 Local,1.0,24.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,-6.6,25.0,1.68,12.32,12.0,0.0,0.0,0.0,0.0,0.0,16.29,29.84,0.0,-12.0,23.08,91.81,-68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',3 Visitante,2.0,23.5,15.5,3.5,7.0,0.5,2.0,4.5,0.44,2.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.57,0.57,8.05,10.87,7.0,6.5,51.85,1.13,0.0,0.0,0.0,0.0,15.62,32.63,0.0,0.75,114.81,98.39,16.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',4 Banquillo,3.0,23.67,11.33,2.33,7.33,0.32,1.33,4.33,0.31,2.67,5.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.37,0.41,3.17,7.62,5.23,8.44,38.28,0.74,0.0,0.0,0.0,0.0,15.83,31.64,0.0,-3.5,85.0,95.99,-10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',5 Dificil,1.0,24.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11,-6.6,25.0,1.68,12.32,12.0,0.0,0.0,0.0,0.0,0.0,16.29,29.84,0.0,-12.0,23.08,91.81,-68.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',5 Facil,2.0,23.5,15.5,3.5,7.0,0.5,2.0,4.5,0.44,2.5,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.57,0.57,8.05,10.87,7.0,6.5,51.85,1.13,0.0,0.0,0.0,0.0,15.62,32.63,0.0,0.75,114.81,98.39,16.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GERARD TEJERO CASASAYAS',7 Ultimos 3,3.0,23.67,11.33,2.33,7.33,0.32,1.33,4.33,0.31,2.67,5.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.37,0.41,3.17,7.62,5.23,8.44,38.28,0.74,0.0,0.0,0.0,0.0,15.83,31.64,0.0,-3.5,85.0,95.99,-10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',1 Media,4.0,23.75,10.0,1.75,4.25,0.41,1.0,2.5,0.4,3.5,4.5,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.48,0.57,5.38,12.96,4.46,4.09,52.18,0.96,0.0,0.0,0.0,0.0,10.73,20.19,0.0,0.25,121.21,94.75,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',2 Derrota,1.0,26.0,18.0,2.0,7.0,0.29,3.0,4.0,0.75,5.0,7.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.59,0.64,10.7,45.45,7.57,6.23,54.87,1.18,0.0,0.0,0.0,0.0,17.0,27.31,0.0,2.5,138.46,91.49,46.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',2 Victoria,3.0,23.0,7.33,1.67,3.33,0.5,0.33,2.0,0.17,3.0,3.67,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.41,0.53,3.6,18.75,3.42,3.38,50.27,0.81,0.0,0.0,0.0,0.0,8.61,17.1,0.0,-0.5,110.0,95.96,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',3 Local,2.0,23.5,10.0,1.5,4.5,0.33,1.5,3.5,0.43,2.5,3.5,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.47,0.52,4.6,15.62,4.29,5.12,45.59,0.94,0.0,0.0,0.0,0.0,11.42,21.89,0.0,-0.5,111.11,91.29,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',3 Visitante,2.0,24.0,10.0,2.0,4.0,0.5,0.5,1.5,0.33,4.5,5.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.63,6.15,40.91,4.62,3.08,60.09,1.0,0.0,0.0,0.0,0.0,10.03,18.47,0.0,1.0,133.33,98.39,34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',4 Banquillo,4.0,23.75,10.0,1.75,4.25,0.41,1.0,2.5,0.4,3.5,4.5,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.48,0.57,5.38,12.96,4.46,4.09,52.18,0.96,0.0,0.0,0.0,0.0,10.73,20.19,0.0,0.25,121.21,94.75,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',5 Dificil,2.0,23.5,10.0,1.5,4.5,0.33,1.5,3.5,0.43,2.5,3.5,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.47,0.52,4.6,15.62,4.29,5.12,45.59,0.94,0.0,0.0,0.0,0.0,11.42,21.89,0.0,-0.5,111.11,91.29,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',5 Facil,2.0,24.0,10.0,2.0,4.0,0.5,0.5,1.5,0.33,4.5,5.5,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.63,6.15,40.91,4.62,3.08,60.09,1.0,0.0,0.0,0.0,0.0,10.03,18.47,0.0,1.0,133.33,98.39,34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'GUILLEM ANDREU MALE',7 Ultimos 3,3.0,24.67,12.67,2.0,5.0,0.4,1.33,2.33,0.57,4.67,6.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.55,0.64,7.67,21.21,5.61,4.12,57.69,1.09,0.0,0.0,0.0,0.0,12.64,22.21,0.0,1.5,135.71,94.73,40.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',1 Media,4.0,15.5,4.25,1.75,4.0,0.44,0.0,0.75,0.0,0.75,1.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.37,0.4,0.62,3.95,2.17,3.08,41.33,0.74,0.0,0.0,0.0,0.0,5.86,18.78,0.0,-2.12,85.0,94.42,-9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',2 Derrota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',2 Victoria,3.0,20.67,5.67,2.33,5.33,0.44,0.0,1.0,0.0,1.0,1.67,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.37,0.4,0.83,5.26,2.89,4.11,41.33,0.74,0.0,0.0,0.0,0.0,7.82,19.36,0.0,-2.83,85.0,95.68,-10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',3 Local,2.0,16.0,6.0,2.5,4.0,0.62,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.51,2.5,10.0,3.1,2.7,53.45,1.0,0.0,0.0,0.0,0.0,6.96,19.82,0.0,-0.75,109.09,91.08,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',3 Visitante,2.0,15.0,2.5,1.0,4.0,0.25,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.22,0.26,-1.25,5.55,1.2,3.5,25.53,0.44,0.0,0.0,0.0,0.0,4.91,17.61,0.0,-3.5,55.56,98.05,-42.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',4 Banquillo,4.0,15.5,4.25,1.75,4.0,0.44,0.0,0.75,0.0,0.75,1.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.37,0.4,0.62,3.95,2.17,3.08,41.33,0.74,0.0,0.0,0.0,0.0,5.86,18.78,0.0,-2.12,85.0,94.42,-9.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',5 Dificil,2.0,16.0,6.0,2.5,4.0,0.62,0.0,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.51,2.5,10.0,3.1,2.7,53.45,1.0,0.0,0.0,0.0,0.0,6.96,19.82,0.0,-0.75,109.09,91.08,18.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',5 Facil,2.0,15.0,2.5,1.0,4.0,0.25,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.22,0.26,-1.25,5.55,1.2,3.5,25.53,0.44,0.0,0.0,0.0,0.0,4.91,17.61,0.0,-3.5,55.56,98.05,-42.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JOAN PONS MONTERO',7 Ultimos 3,3.0,10.0,1.67,0.67,2.67,0.25,0.0,0.33,0.0,0.33,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.22,0.26,-0.83,3.7,0.8,2.33,25.53,0.44,0.0,0.0,0.0,0.0,3.29,17.28,0.0,-2.33,55.56,94.23,-38.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',1 Media,4.0,14.75,2.75,0.75,2.25,0.33,0.0,0.5,0.0,1.25,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.27,0.36,-0.17,11.36,1.5,2.25,40.0,0.55,0.0,0.0,0.0,0.0,4.96,14.34,0.0,-2.25,73.33,94.39,-21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',2 Derrota,1.0,13.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,8.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.23,-1.9,100.0,1.95,4.25,31.45,0.0,0.0,0.0,0.0,0.0,9.86,25.29,0.0,-5.0,60.0,90.8,-30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',2 Victoria,3.0,15.33,2.67,1.0,2.67,0.38,0.0,0.0,0.0,0.67,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.38,0.45,0.4,8.33,1.27,1.67,43.18,0.75,0.0,0.0,0.0,0.0,3.26,10.93,0.0,-1.33,100.0,95.68,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',3 Local,2.0,13.5,2.5,0.5,1.5,0.33,0.0,1.0,0.0,1.5,4.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.29,-0.85,30.0,1.48,2.62,35.98,0.4,0.0,0.0,0.0,0.0,6.41,17.02,0.0,-3.0,71.43,90.69,-19.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',3 Visitante,2.0,16.0,3.0,1.0,3.0,0.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.33,0.44,0.5,16.66,1.4,2.0,41.18,0.67,0.0,0.0,0.0,0.0,3.83,12.03,0.0,-1.5,100.0,98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',4 Banquillo,4.0,14.75,2.75,0.75,2.25,0.33,0.0,0.5,0.0,1.25,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.27,0.36,-0.17,11.36,1.5,2.25,40.0,0.55,0.0,0.0,0.0,0.0,4.96,14.34,0.0,-2.25,73.33,94.39,-21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',5 Dificil,2.0,13.5,2.5,0.5,1.5,0.33,0.0,1.0,0.0,1.5,4.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.29,-0.85,30.0,1.48,2.62,35.98,0.4,0.0,0.0,0.0,0.0,6.41,17.02,0.0,-3.0,71.43,90.69,-19.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',5 Facil,2.0,16.0,3.0,1.0,3.0,0.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.33,0.44,0.5,16.66,1.4,2.0,41.18,0.67,0.0,0.0,0.0,0.0,3.83,12.03,0.0,-1.5,100.0,98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JORDI ROQUETA CLARET',7 Ultimos 3,3.0,15.0,3.0,0.67,2.33,0.29,0.0,0.67,0.0,1.67,3.33,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.22,0.34,-0.3,18.52,1.67,2.67,38.46,0.44,0.0,0.0,0.0,0.0,5.95,16.36,0.0,-2.67,69.23,94.4,-25.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',1 Media,3.0,13.67,4.33,0.67,1.67,0.4,0.0,1.67,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.47,1.47,30.0,1.87,2.67,41.18,0.4,0.0,0.0,0.0,0.0,5.83,18.38,0.0,-1.5,100.0,95.54,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',2 Derrota,1.0,17.0,6.0,2.0,3.0,0.67,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.51,2.1,40.0,2.8,3.0,48.28,0.8,0.0,0.0,0.0,0.0,6.71,17.44,0.0,-1.5,120.0,90.6,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',2 Victoria,2.0,12.0,3.5,0.0,1.0,0.0,0.0,1.5,0.0,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.43,1.15,70.0,1.4,2.5,35.9,0.0,0.0,0.0,0.0,0.0,5.38,18.85,0.0,-1.5,100.0,98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',3 Local,1.0,17.0,6.0,2.0,3.0,0.67,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.51,2.1,40.0,2.8,3.0,48.28,0.8,0.0,0.0,0.0,0.0,6.71,17.44,0.0,-1.5,120.0,90.6,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',3 Visitante,2.0,12.0,3.5,0.0,1.0,0.0,0.0,1.5,0.0,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.43,1.15,70.0,1.4,2.5,35.9,0.0,0.0,0.0,0.0,0.0,5.38,18.85,0.0,-1.5,100.0,98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',4 Banquillo,3.0,13.67,4.33,0.67,1.67,0.4,0.0,1.67,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.47,1.47,30.0,1.87,2.67,41.18,0.4,0.0,0.0,0.0,0.0,5.83,18.38,0.0,-1.5,100.0,95.54,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',5 Dificil,1.0,17.0,6.0,2.0,3.0,0.67,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.51,2.1,40.0,2.8,3.0,48.28,0.8,0.0,0.0,0.0,0.0,6.71,17.44,0.0,-1.5,120.0,90.6,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',5 Facil,2.0,12.0,3.5,0.0,1.0,0.0,0.0,1.5,0.0,3.5,3.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.43,1.15,70.0,1.4,2.5,35.9,0.0,0.0,0.0,0.0,0.0,5.38,18.85,0.0,-1.5,100.0,98.19,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'JUAN AYALA MONCAYO',7 Ultimos 3,3.0,13.67,4.33,0.67,1.67,0.4,0.0,1.67,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.47,1.47,30.0,1.87,2.67,41.18,0.4,0.0,0.0,0.0,0.0,5.83,18.38,0.0,-1.5,100.0,95.54,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',1 Media,4.0,19.0,7.75,2.5,5.5,0.45,0.0,0.25,0.0,2.75,3.5,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.43,0.53,3.62,11.96,3.83,3.31,53.65,0.87,0.0,0.0,0.0,0.0,8.85,21.08,0.0,-0.75,110.71,94.54,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',2 Derrota,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',2 Victoria,3.0,25.33,10.33,3.33,7.33,0.45,0.0,0.33,0.0,3.67,4.67,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.43,0.53,4.83,15.94,5.11,4.42,53.65,0.87,0.0,0.0,0.0,0.0,11.83,21.72,0.0,-1.0,110.71,95.78,14.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',3 Local,2.0,13.0,3.0,1.0,4.5,0.22,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.28,-0.9,10.0,1.4,4.0,25.93,0.4,0.0,0.0,0.0,0.0,5.97,22.56,0.0,-3.5,60.0,90.65,-30.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',3 Visitante,2.0,25.0,12.5,4.0,6.5,0.62,0.0,0.0,0.0,4.5,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.62,0.68,8.15,34.62,6.25,2.65,70.22,1.23,0.0,0.0,0.0,0.0,11.44,20.46,0.0,2.0,147.06,98.34,48.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',4 Banquillo,4.0,19.0,7.75,2.5,5.5,0.45,0.0,0.25,0.0,2.75,3.5,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.43,0.53,3.62,11.96,3.83,3.31,53.65,0.87,0.0,0.0,0.0,0.0,8.85,21.08,0.0,-0.75,110.71,94.54,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b'MIGUEL ANGEL GARCIA STOBART',5 Dificil,2.0,13.0,3.0,1.0,4.5,0.22,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.28,-0.9,10.0,1.4,4.0,25.93,0.4,0.0,0.0,0.0,0.0,5.97,22.56,0.0,-3.5,60.0,90.65,-30.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
