Nom,Cond,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,FC,Poss,Ritme,OER,% TC Efec,% Jugada,Frec. TL,UsT3
ADVISORIA BOET MATARO 2005 Equipo,['Mitjana'],13.0,200.0,48.15,15.15,46.31,0.33,2.62,15.08,0.17,10.0,21.23,0.47,17.85,70.69,0.49,68.12,31.08,34.18,16.29,0.25
ADVISORIA BOET MATARO 2005 Equipo Rival,['Mitjana Rival'],13.0,200.0,58.23,16.23,42.38,0.38,5.62,23.92,0.23,8.92,16.38,0.54,19.69,73.46,0.51,79.27,37.18,37.11,13.46,0.36
BARCA CBS A Equipo,['Mitjana'],14.0,200.0,56.43,14.43,40.07,0.36,5.29,22.36,0.24,11.71,19.36,0.61,18.36,70.93,0.51,79.56,35.81,37.41,18.76,0.36
BARCA CBS A Equipo Rival,['Mitjana Rival'],14.0,200.0,45.64,12.29,42.43,0.29,3.93,18.29,0.21,9.29,18.5,0.5,18.86,68.79,0.49,66.36,29.94,31.97,15.29,0.3
BASKET ALMEDA Equipo,['Mitjana'],14.0,200.0,47.14,12.29,40.0,0.31,3.93,17.93,0.22,10.79,17.36,0.62,20.5,65.5,0.47,71.97,31.38,34.16,18.62,0.31
BASKET ALMEDA Equipo Rival,['Mitjana Rival'],14.0,200.0,59.29,16.79,44.14,0.38,4.64,22.43,0.21,11.79,19.64,0.6,18.79,75.21,0.53,78.82,35.68,37.66,17.7,0.34
BASQUET GIRONA U18 Equipo,['Mitjana'],13.0,200.0,59.46,17.62,46.08,0.38,3.85,19.77,0.19,12.69,22.08,0.57,19.85,75.54,0.52,78.72,35.51,38.43,19.28,0.3
BASQUET GIRONA U18 Equipo Rival,['Mitjana Rival'],13.0,200.0,55.69,15.31,40.85,0.37,4.31,20.31,0.21,12.15,20.77,0.59,20.77,70.23,0.48,79.3,35.6,38.14,19.87,0.33
CONTROL GROUP UE MATARO FEMENI MARESME Equipo,['Mitjana'],13.0,200.0,54.62,15.77,37.08,0.43,4.69,20.31,0.23,9.0,17.92,0.5,17.46,65.23,0.5,83.73,39.75,40.05,15.68,0.35
CONTROL GROUP UE MATARO FEMENI MARESME Equipo Rival,['Mitjana Rival'],13.0,200.0,50.15,14.31,38.38,0.37,3.85,18.77,0.2,10.0,18.92,0.53,17.62,65.46,0.5,76.62,35.13,37.14,17.5,0.33
FARMACIA 1925 FEMENI SANT ADRIA A Equipo,['Mitjana'],13.0,201.92,58.15,14.46,38.54,0.38,5.46,23.69,0.23,12.85,21.08,0.61,19.69,71.46,0.5,81.38,36.4,38.31,20.64,0.38
FARMACIA 1925 FEMENI SANT ADRIA A Equipo Rival,['Mitjana Rival'],13.0,201.92,57.15,15.77,38.69,0.41,5.0,23.23,0.22,10.62,19.92,0.53,20.54,70.62,0.5,80.94,37.58,38.63,17.14,0.38
JOVENTUT BADALONA A Equipo,['Mitjana'],14.0,201.79,47.64,12.79,39.0,0.33,4.79,23.57,0.2,7.71,15.0,0.51,20.0,69.14,0.5,68.9,31.91,32.31,12.33,0.38
JOVENTUT BADALONA A Equipo Rival,['Mitjana Rival'],14.0,201.79,57.64,17.0,43.0,0.4,3.57,16.36,0.22,12.93,22.14,0.58,16.93,69.07,0.5,83.45,37.67,40.89,21.78,0.28
SEGLE XXI Equipo,['Mitjana'],14.0,200.0,63.43,20.71,45.93,0.45,4.0,19.79,0.2,10.0,18.71,0.53,17.14,73.93,0.52,85.8,40.65,41.77,15.22,0.3
SEGLE XXI Equipo Rival,['Mitjana Rival'],14.0,200.0,51.29,15.43,42.57,0.36,3.86,19.71,0.2,8.86,16.0,0.55,17.93,69.29,0.48,74.02,34.06,35.54,14.22,0.32
